billing_document,item_number,sales_order_id,customer_id,material_id,billing_date,billing_quantity,net_value,tax_amount,gross_value,currency,cost_of_goods
BD00019194,000010,SO00022656,C001022,MAT010191,2024-04-08,23,10736.1,858.89,11594.99,USD,7508.47
BD00019195,000010,SO00022657,C001027,MAT010091,2024-04-08,75,22436.73,1794.94,24231.67,USD,14770.82
BD00019196,000010,SO00022658,C001049,MAT010085,2024-04-02,74,85404.67,6832.37,92237.04,USD,38438.17
BD00019197,000010,SO00022660,C001026,MAT010173,2024-04-02,86,148551.05,11884.08,160435.13,USD,94855.89
BD00019198,000010,SO00022661,C001027,MAT010010,2024-04-08,84,142625.88,11410.07,154035.95,USD,63707.08
BD00019199,000010,SO00022662,C001032,MAT010069,2024-04-02,72,112001.22,8960.1,120961.32,USD,73277.31
BD00019200,000010,SO00022664,C001019,MAT010081,2024-04-05,21,22912.97,1833.04,24746.01,USD,13242.13
BD00019201,000010,SO00022665,C001023,MAT010042,2024-04-11,28,32255.87,2580.47,34836.34,USD,20566.91
BD00019202,000010,SO00022666,C001038,MAT010001,2024-04-11,63,37827.91,3026.23,40854.14,USD,23633.74
BD00019203,000010,SO00022667,C001015,MAT010121,2024-04-08,5,897.11,71.77,968.88,USD,598.92
BD00019204,000010,SO00022668,C001022,MAT010167,2024-04-03,56,48079.95,3846.4,51926.35,USD,20876.49
BD00019205,000010,SO00022669,C001002,MAT010193,2024-04-05,5,5517.77,441.42,5959.19,USD,2343.6
BD00019206,000010,SO00022670,C001016,MAT010104,2024-04-09,43,60850.54,4868.04,65718.58,USD,38571.38
BD00019207,000010,SO00022672,C001003,MAT010051,2024-04-08,50,30225.59,2418.05,32643.64,USD,13106.77
BD00019208,000010,SO00022673,C001002,MAT010192,2024-04-10,88,34078.48,2726.28,36804.76,USD,21448.94
BD00019209,000010,SO00022674,C001045,MAT010107,2024-04-04,27,27061.44,2164.92,29226.36,USD,15617.6
BD00019210,000010,SO00022675,C001026,MAT010190,2024-04-08,38,78408.75,6272.7,84681.45,USD,50418.91
BD00019211,000010,SO00022676,C001009,MAT010072,2024-04-02,14,908.13,72.65,980.78,USD,432.11
BD00019212,000010,SO00022678,C001013,MAT010197,2024-04-08,82,48087.66,3847.01,51934.67,USD,33357.21
BD00019213,000010,SO00022679,C001020,MAT010169,2024-04-08,41,10962.35,876.99,11839.34,USD,5069.74
BD00019214,000010,SO00022680,C001049,MAT010085,2024-04-01,41,65144.01,5211.52,70355.53,USD,44501.15
BD00019215,000010,SO00022681,C001042,MAT010035,2024-04-04,58,54969.89,4397.59,59367.48,USD,34887.62
BD00019216,000010,SO00022682,C001007,MAT010055,2024-04-05,14,13712.16,1096.97,14809.13,USD,6522.23
BD00019217,000010,SO00022683,C001017,MAT010066,2024-04-10,100,4723.47,377.88,5101.35,USD,2011.22
BD00019218,000010,SO00022684,C001041,MAT010086,2024-04-10,13,9769.0,781.52,10550.52,USD,6669.64
BD00019219,000010,SO00022685,C001033,MAT010132,2024-04-05,99,128776.94,10302.16,139079.1,USD,79169.63
BD00019220,000010,SO00022686,C001008,MAT010070,2024-04-08,99,47044.21,3763.54,50807.75,USD,20669.99
BD00019221,000010,SO00022687,C001048,MAT010120,2024-04-05,22,34189.35,2735.15,36924.5,USD,15550.76
BD00019222,000010,SO00022688,C001012,MAT010002,2024-04-05,3,1740.85,139.27,1880.12,USD,1002.85
BD00019223,000010,SO00022689,C001000,MAT010099,2024-04-10,29,3839.92,307.19,4147.11,USD,2056.51
BD00019224,000010,SO00022690,C001042,MAT010051,2024-04-02,31,25681.92,2054.55,27736.47,USD,17502.59
BD00019225,000010,SO00022691,C001031,MAT010167,2024-04-01,30,26215.84,2097.27,28313.11,USD,13263.33
BD00019226,000010,SO00022694,C001034,MAT010016,2024-04-01,96,5332.57,426.61,5759.18,USD,2361.43
BD00019227,000010,SO00022695,C001017,MAT010189,2024-04-04,31,29334.27,2346.74,31681.01,USD,14156.83
BD00019228,000010,SO00022696,C001045,MAT010179,2024-04-08,74,24556.66,1964.53,26521.19,USD,16729.17
BD00019229,000010,SO00022697,C001028,MAT010180,2024-04-04,19,11286.59,902.93,12189.52,USD,4757.04
BD00019230,000010,SO00022699,C001007,MAT010077,2024-04-04,81,125577.89,10046.23,135624.12,USD,80841.33
BD00019231,000010,SO00022701,C001031,MAT010114,2024-04-04,48,58031.65,4642.53,62674.18,USD,27565.03
BD00019232,000010,SO00022702,C001002,MAT010068,2024-04-08,7,1563.21,125.06,1688.27,USD,895.94
BD00019233,000010,SO00022703,C001011,MAT010040,2024-04-02,44,5803.92,464.31,6268.23,USD,2719.54
BD00019234,000010,SO00022704,C001038,MAT010024,2024-04-11,36,25370.85,2029.67,27400.52,USD,11993.41
BD00019235,000010,SO00022705,C001043,MAT010137,2024-04-11,98,40526.72,3242.14,43768.86,USD,24306.14
BD00019236,000010,SO00022706,C001028,MAT010034,2024-04-04,28,20533.03,1642.64,22175.67,USD,11553.37
BD00019237,000010,SO00022707,C001049,MAT010021,2024-04-01,53,117972.43,9437.79,127410.22,USD,82495.69
BD00019238,000010,SO00022708,C001023,MAT010015,2024-04-08,65,7807.44,624.6,8432.04,USD,5048.52
BD00019239,000010,SO00022709,C001013,MAT010069,2024-04-11,51,64888.01,5191.04,70079.05,USD,32844.8
BD00019240,000010,SO00022710,C001041,MAT010023,2024-04-04,34,43402.41,3472.19,46874.6,USD,18571.35
BD00019241,000010,SO00022711,C001010,MAT010160,2024-04-05,13,15753.4,1260.27,17013.67,USD,8548.76
BD00019242,000010,SO00022712,C001019,MAT010168,2024-04-09,82,94793.3,7583.46,102376.76,USD,63132.61
BD00019243,000010,SO00022713,C001023,MAT010064,2024-04-03,92,23497.4,1879.79,25377.19,USD,14108.43
BD00019244,000010,SO00022714,C001028,MAT010107,2024-04-09,12,7512.57,601.01,8113.58,USD,3045.31
BD00019245,000010,SO00022715,C001034,MAT010050,2024-04-08,91,41430.64,3314.45,44745.09,USD,17089.97
BD00019246,000010,SO00022717,C001009,MAT010039,2024-04-10,94,55761.35,4460.91,60222.26,USD,25879.68
BD00019247,000010,SO00022718,C001033,MAT010157,2024-04-02,40,53867.08,4309.37,58176.45,USD,37664.98
BD00019248,000010,SO00022719,C001008,MAT010072,2024-04-05,55,2671.98,213.76,2885.74,USD,1099.27
BD00019249,000010,SO00022720,C001025,MAT010110,2024-04-05,87,106797.4,8543.79,115341.19,USD,51657.3
BD00019250,000010,SO00022721,C001013,MAT010172,2024-04-09,28,26849.5,2147.96,28997.46,USD,14811.12
BD00019251,000010,SO00022722,C001027,MAT010072,2024-04-08,25,2048.96,163.92,2212.88,USD,1080.91
BD00019252,000010,SO00022723,C001000,MAT010125,2024-04-12,69,31440.25,2515.22,33955.47,USD,17499.0
BD00019253,000010,SO00022724,C001001,MAT010168,2024-04-11,55,64465.09,5157.21,69622.3,USD,27724.63
BD00019254,000010,SO00022725,C001041,MAT010008,2024-04-10,6,9145.37,731.63,9877.0,USD,4546.71
BD00019255,000010,SO00022726,C001021,MAT010164,2024-04-05,57,69547.91,5563.83,75111.74,USD,33933.98
BD00019256,000010,SO00022727,C001038,MAT010144,2024-04-08,51,51508.95,4120.72,55629.67,USD,30769.26
BD00019257,000010,SO00022728,C001046,MAT010132,2024-04-10,11,10475.83,838.07,11313.9,USD,6387.26
BD00019258,000010,SO00022729,C001013,MAT010038,2024-04-08,59,81963.79,6557.1,88520.89,USD,40313.81
BD00019259,000010,SO00022730,C001034,MAT010081,2024-04-04,55,44690.45,3575.24,48265.69,USD,25438.67
BD00019260,000010,SO00022731,C001049,MAT010112,2024-04-02,5,1120.37,89.63,1210.0,USD,777.02
BD00019261,000010,SO00022732,C001046,MAT010194,2024-04-05,90,126997.12,10159.77,137156.89,USD,59550.96
BD00019262,000010,SO00022733,C001014,MAT010185,2024-04-05,56,59285.86,4742.87,64028.73,USD,39249.99
BD00019263,000010,SO00022734,C001032,MAT010144,2024-04-11,13,24434.87,1954.79,26389.66,USD,12133.35
BD00019264,000010,SO00022735,C001024,MAT010070,2024-04-12,52,24638.39,1971.07,26609.46,USD,16097.29
BD00019265,000010,SO00022736,C001018,MAT010021,2024-04-08,4,8069.2,645.54,8714.74,USD,4807.76
BD00019266,000010,SO00022737,C001028,MAT010163,2024-04-12,23,39106.58,3128.53,42235.11,USD,23793.76
BD00019267,000010,SO00022738,C001016,MAT010015,2024-04-08,56,7684.82,614.79,8299.61,USD,3660.19
BD00019268,000010,SO00022739,C001041,MAT010155,2024-04-10,87,80470.4,6437.63,86908.03,USD,53704.25
BD00019269,000010,SO00022740,C001025,MAT010193,2024-04-12,52,70838.28,5667.06,76505.34,USD,37190.92
BD00019270,000010,SO00022741,C001039,MAT010101,2024-04-12,70,109454.49,8756.36,118210.85,USD,61629.32
BD00019271,000010,SO00022745,C001012,MAT010027,2024-04-08,21,16960.9,1356.87,18317.77,USD,8349.45
BD00019272,000010,SO00022747,C001001,MAT010123,2024-04-02,30,3654.39,292.35,3946.74,USD,1468.5
BD00019273,000010,SO00022748,C001010,MAT010186,2024-04-11,48,54671.38,4373.71,59045.09,USD,26707.14
BD00019274,000010,SO00022749,C001016,MAT010198,2024-04-05,23,9436.86,754.95,10191.81,USD,4658.27
BD00019275,000010,SO00022750,C001020,MAT010102,2024-04-02,2,1383.31,110.66,1493.97,USD,739.41
BD00019276,000010,SO00022751,C001007,MAT010018,2024-04-12,66,80014.35,6401.15,86415.5,USD,34580.27
BD00019277,000010,SO00022752,C001010,MAT010102,2024-04-05,37,26020.1,2081.61,28101.71,USD,11079.86
BD00019278,000010,SO00022753,C001012,MAT010194,2024-04-04,31,47751.67,3820.13,51571.8,USD,25683.85
BD00019279,000010,SO00022754,C001028,MAT010161,2024-04-03,27,27290.08,2183.21,29473.29,USD,13751.21
BD00019280,000010,SO00022755,C001007,MAT010137,2024-04-03,18,4234.79,338.78,4573.57,USD,2534.18
BD00019281,000010,SO00022756,C001016,MAT010046,2024-04-12,75,125313.43,10025.07,135338.5,USD,82591.73
BD00019282,000010,SO00022757,C001006,MAT010068,2024-04-08,98,40237.42,3218.99,43456.41,USD,27532.16
BD00019283,000010,SO00022758,C001044,MAT010161,2024-04-12,72,102723.57,8217.89,110941.46,USD,59064.56
BD00019284,000010,SO00022759,C001046,MAT010165,2024-04-04,4,3324.07,265.93,3590.0,USD,1519.01
BD00019285,000010,SO00022760,C001043,MAT010166,2024-04-02,68,141665.9,11333.27,152999.17,USD,64234.97
BD00019286,000010,SO00022761,C001000,MAT010177,2024-04-05,95,84010.48,6720.84,90731.32,USD,52559.02
BD00019287,000010,SO00022764,C001037,MAT010155,2024-04-08,2,2265.84,181.27,2447.11,USD,1053.84
BD00019288,000010,SO00022765,C001040,MAT010178,2024-04-08,30,36606.81,2928.54,39535.35,USD,21872.21
BD00019289,000010,SO00022766,C001018,MAT010021,2024-04-08,74,111363.78,8909.1,120272.88,USD,61366.37
BD00019290,000010,SO00022767,C001015,MAT010063,2024-04-12,55,46836.14,3746.89,50583.03,USD,25955.27
BD00019291,000010,SO00022768,C001026,MAT010139,2024-04-08,71,145164.54,11613.16,156777.7,USD,77894.61
BD00019292,000010,SO00022769,C001008,MAT010039,2024-04-05,78,47673.7,3813.9,51487.6,USD,20578.9
BD00019293,000010,SO00022770,C001034,MAT010117,2024-04-02,73,147847.74,11827.82,159675.56,USD,99101.22
BD00019294,000010,SO00022771,C001017,MAT010068,2024-04-09,19,4872.51,389.8,5262.31,USD,3390.14
BD00019295,000010,SO00022772,C001048,MAT010129,2024-04-03,72,5192.45,415.4,5607.85,USD,3066.57
BD00019296,000010,SO00022774,C001007,MAT010111,2024-04-03,43,6271.45,501.72,6773.17,USD,4236.6
BD00019297,000010,SO00022776,C001028,MAT010048,2024-04-05,18,32505.37,2600.43,35105.8,USD,22446.63
BD00019298,000010,SO00022777,C001046,MAT010000,2024-04-03,55,7843.81,627.5,8471.31,USD,4242.02
BD00019299,000010,SO00022778,C001010,MAT010041,2024-04-12,67,30656.09,2452.49,33108.58,USD,19076.01
BD00019300,000010,SO00022780,C001041,MAT010117,2024-04-08,98,169548.57,13563.89,183112.46,USD,89958.51
BD00019301,000010,SO00022781,C001028,MAT010124,2024-04-08,15,12817.45,1025.4,13842.85,USD,5808.64
BD00019302,000010,SO00022782,C001016,MAT010134,2024-04-12,33,15825.12,1266.01,17091.13,USD,6352.67
BD00019303,000010,SO00022783,C001042,MAT010167,2024-04-09,32,23255.04,1860.4,25115.44,USD,11855.34
BD00019304,000010,SO00022784,C001013,MAT010032,2024-04-11,61,44698.25,3575.86,48274.11,USD,26192.08
BD00019305,000010,SO00022785,C001032,MAT010151,2024-04-12,8,16453.42,1316.27,17769.69,USD,8899.26
BD00019306,000010,SO00022788,C001036,MAT010018,2024-04-08,14,10792.85,863.43,11656.28,USD,7480.62
BD00019307,000010,SO00022789,C001027,MAT010148,2024-04-10,100,38176.55,3054.12,41230.67,USD,22281.85
BD00019308,000010,SO00022791,C001039,MAT010129,2024-04-11,97,5273.35,421.87,5695.22,USD,3180.16
BD00019309,000010,SO00022792,C001023,MAT010126,2024-04-12,45,27219.17,2177.53,29396.7,USD,17788.37
BD00019310,000010,SO00022793,C001043,MAT010048,2024-04-10,58,97051.5,7764.12,104815.62,USD,52479.83
BD00019311,000010,SO00022794,C001026,MAT010098,2024-04-12,97,87934.31,7034.74,94969.05,USD,41948.69
BD00019312,000010,SO00022795,C001023,MAT010112,2024-04-04,60,15657.85,1252.63,16910.48,USD,10793.79
BD00019313,000010,SO00022796,C001046,MAT010009,2024-04-10,48,33276.27,2662.1,35938.37,USD,22702.05
BD00019314,000010,SO00022797,C001000,MAT010045,2024-04-08,77,102471.19,8197.7,110668.89,USD,42262.76
BD00019315,000010,SO00022798,C001046,MAT010056,2024-04-11,64,2553.52,204.28,2757.8,USD,1117.49
BD00019316,000010,SO00022799,C001033,MAT010113,2024-04-12,30,18925.71,1514.06,20439.77,USD,10645.8
BD00019317,000010,SO00022800,C001023,MAT010158,2024-04-09,78,110311.53,8824.92,119136.45,USD,73797.78
BD00019318,000010,SO00022801,C001045,MAT010142,2024-04-09,47,5928.45,474.28,6402.73,USD,3186.24
BD00019319,000010,SO00022802,C001046,MAT010106,2024-04-12,67,59689.33,4775.15,64464.48,USD,40986.41
BD00019320,000010,SO00022803,C001036,MAT010092,2024-04-05,58,60229.12,4818.33,65047.45,USD,29843.36
BD00019321,000010,SO00022805,C001020,MAT010169,2024-04-08,59,14764.35,1181.15,15945.5,USD,7591.37
BD00019322,000010,SO00022806,C001007,MAT010179,2024-04-12,79,30745.03,2459.6,33204.63,USD,13167.37
BD00019323,000010,SO00022808,C001046,MAT010045,2024-04-11,27,39416.3,3153.3,42569.6,USD,20770.6
BD00019324,000010,SO00022809,C001010,MAT010040,2024-04-04,10,1953.8,156.3,2110.1,USD,989.15
BD00019325,000010,SO00022810,C001032,MAT010177,2024-04-08,61,45007.51,3600.6,48608.11,USD,18253.74
BD00019326,000010,SO00022811,C001030,MAT010138,2024-04-12,15,18555.67,1484.45,20040.12,USD,8458.89
BD00019327,000010,SO00022812,C001032,MAT010157,2024-04-11,30,34910.81,2792.86,37703.67,USD,20770.69
BD00019328,000010,SO00022813,C001042,MAT010157,2024-04-08,5,6277.27,502.18,6779.45,USD,2560.68
BD00019329,000010,SO00022815,C001023,MAT010100,2024-04-09,54,84799.35,6783.95,91583.3,USD,57380.48
BD00019330,000010,SO00022816,C001006,MAT010183,2024-04-05,47,15288.95,1223.12,16512.07,USD,6784.39
BD00019331,000010,SO00022817,C001033,MAT010123,2024-04-15,16,3362.1,268.97,3631.07,USD,2339.07
BD00019332,000010,SO00022818,C001012,MAT010172,2024-04-12,72,73448.89,5875.91,79324.8,USD,44972.89
BD00019333,000010,SO00022819,C001028,MAT010174,2024-04-05,31,32972.29,2637.78,35610.07,USD,17950.1
BD00019334,000010,SO00022821,C001018,MAT010195,2024-04-08,64,30776.08,2462.09,33238.17,USD,16647.52
BD00019335,000010,SO00022822,C001004,MAT010057,2024-04-08,78,109280.88,8742.47,118023.35,USD,72117.86
BD00019336,000010,SO00022823,C001013,MAT010155,2024-04-12,23,21551.94,1724.16,23276.1,USD,11903.68
BD00019337,000010,SO00022825,C001030,MAT010153,2024-04-10,88,25813.78,2065.1,27878.88,USD,13463.55
BD00019338,000010,SO00022826,C001011,MAT010007,2024-04-09,3,1633.63,130.69,1764.32,USD,1137.3
BD00019339,000010,SO00022827,C001018,MAT010112,2024-04-05,63,16370.49,1309.64,17680.13,USD,8852.16
BD00019340,000010,SO00022828,C001047,MAT010062,2024-04-03,87,22062.63,1765.01,23827.64,USD,11977.5
BD00019341,000010,SO00022829,C001025,MAT010098,2024-04-10,80,64558.97,5164.72,69723.69,USD,41327.23
BD00019342,000010,SO00022830,C001006,MAT010180,2024-04-08,45,27086.32,2166.91,29253.23,USD,15559.91
BD00019343,000010,SO00022831,C001024,MAT010163,2024-04-05,28,54886.95,4390.96,59277.91,USD,32276.07
BD00019344,000010,SO00022832,C001011,MAT010095,2024-04-03,13,4232.65,338.61,4571.26,USD,2263.31
BD00019345,000010,SO00022833,C001039,MAT010049,2024-04-12,81,28470.19,2277.62,30747.81,USD,19460.68
BD00019346,000010,SO00022834,C001012,MAT010183,2024-04-08,59,20179.26,1614.34,21793.6,USD,12252.92
BD00019347,000010,SO00022835,C001042,MAT010154,2024-04-03,19,27108.46,2168.68,29277.14,USD,11005.0
BD00019348,000010,SO00022836,C001025,MAT010139,2024-04-15,100,178636.19,14290.9,192927.09,USD,82638.65
BD00019349,000010,SO00022837,C001007,MAT010153,2024-04-05,11,2613.49,209.08,2822.57,USD,1626.33
BD00019350,000010,SO00022838,C001046,MAT010031,2024-04-08,80,23758.54,1900.68,25659.22,USD,13715.8
BD00019351,000010,SO00022839,C001010,MAT010024,2024-04-15,69,48366.8,3869.34,52236.14,USD,26011.21
BD00019352,000010,SO00022840,C001021,MAT010006,2024-04-11,14,14282.0,1142.56,15424.56,USD,6340.65
BD00019353,000010,SO00022842,C001041,MAT010141,2024-04-09,54,54621.55,4369.72,58991.27,USD,24114.18
BD00019354,000010,SO00022843,C001034,MAT010060,2024-04-08,88,46989.65,3759.17,50748.82,USD,20642.64
BD00019355,000010,SO00022844,C001037,MAT010126,2024-04-15,9,5397.73,431.82,5829.55,USD,2714.75
BD00019356,000010,SO00022845,C001047,MAT010111,2024-04-10,60,7891.25,631.3,8522.55,USD,3388.07
BD00019357,000010,SO00022846,C001011,MAT010019,2024-04-08,10,9923.94,793.92,10717.86,USD,5985.13
BD00019358,000010,SO00022847,C001044,MAT010103,2024-04-08,22,1661.87,132.95,1794.82,USD,668.38
BD00019359,000010,SO00022848,C001033,MAT010123,2024-04-10,41,4925.77,394.06,5319.83,USD,2753.09
BD00019360,000010,SO00022849,C001047,MAT010033,2024-04-12,62,12315.89,985.27,13301.16,USD,5158.14
BD00019361,000010,SO00022850,C001031,MAT010184,2024-04-04,87,89656.39,7172.51,96828.9,USD,53400.5
BD00019362,000010,SO00022851,C001034,MAT010097,2024-04-15,68,66242.03,5299.36,71541.39,USD,43131.09
BD00019363,000010,SO00022852,C001017,MAT010126,2024-04-03,41,27201.12,2176.09,29377.21,USD,16045.04
BD00019364,000010,SO00022853,C001007,MAT010172,2024-04-04,62,63743.58,5099.49,68843.07,USD,29798.05
BD00019365,000010,SO00022855,C001021,MAT010193,2024-04-04,14,19799.66,1583.97,21383.63,USD,11184.31
BD00019366,000010,SO00022856,C001001,MAT010095,2024-04-09,97,35289.96,2823.2,38113.16,USD,18394.35
BD00019367,000010,SO00022857,C001016,MAT010145,2024-04-08,12,17928.86,1434.31,19363.17,USD,11092.58
BD00019368,000010,SO00022858,C001033,MAT010126,2024-04-12,43,26150.07,2092.01,28242.08,USD,10905.14
BD00019369,000010,SO00022859,C001013,MAT010071,2024-04-08,36,19279.34,1542.35,20821.69,USD,7771.65
BD00019370,000010,SO00022861,C001021,MAT010029,2024-04-09,10,10994.46,879.56,11874.02,USD,5589.19
BD00019371,000010,SO00022863,C001025,MAT010005,2024-04-10,38,38193.57,3055.49,41249.06,USD,22684.67
BD00019372,000010,SO00022864,C001014,MAT010045,2024-04-12,16,25648.08,2051.85,27699.93,USD,10399.78
BD00019373,000010,SO00022865,C001029,MAT010026,2024-04-10,44,21037.98,1683.04,22721.02,USD,12958.16
BD00019374,000010,SO00022866,C001001,MAT010109,2024-04-09,91,47235.56,3778.84,51014.4,USD,29477.39
BD00019375,000010,SO00022867,C001028,MAT010039,2024-04-08,24,16718.68,1337.49,18056.17,USD,9535.23
BD00019376,000010,SO00022868,C001037,MAT010189,2024-04-16,28,27561.28,2204.9,29766.18,USD,11829.0
BD00019377,000010,SO00022869,C001033,MAT010032,2024-04-12,9,7895.21,631.62,8526.83,USD,3823.92
BD00019378,000010,SO00022870,C001043,MAT010053,2024-04-11,44,1183.92,94.71,1278.63,USD,626.14
BD00019379,000010,SO00022871,C001018,MAT010077,2024-04-08,55,81945.89,6555.67,88501.56,USD,45908.96
BD00019380,000010,SO00022872,C001047,MAT010010,2024-04-15,93,157773.15,12621.85,170395.0,USD,99430.09
BD00019381,000010,SO00022873,C001019,MAT010112,2024-04-16,39,8748.16,699.85,9448.01,USD,5130.02
BD00019382,000010,SO00022874,C001026,MAT010033,2024-04-15,44,6620.64,529.65,7150.29,USD,2954.51
BD00019383,000010,SO00022876,C001008,MAT010181,2024-04-08,30,60352.05,4828.16,65180.21,USD,37702.75
BD00019384,000010,SO00022877,C001007,MAT010073,2024-04-12,35,26371.69,2109.74,28481.43,USD,11912.39
BD00019385,000010,SO00022878,C001043,MAT010102,2024-04-12,25,13230.0,1058.4,14288.4,USD,7119.49
BD00019386,000010,SO00022879,C001038,MAT010004,2024-04-08,61,64850.62,5188.05,70038.67,USD,31602.86
BD00019387,000010,SO00022880,C001036,MAT010169,2024-04-08,14,4187.1,334.97,4522.07,USD,2440.96
BD00019388,000010,SO00022883,C001006,MAT010014,2024-04-10,40,60482.12,4838.57,65320.69,USD,24496.89
BD00019389,000010,SO00022884,C001030,MAT010085,2024-04-08,6,10667.46,853.4,11520.86,USD,4974.15
BD00019390,000010,SO00022885,C001023,MAT010132,2024-04-12,95,160793.91,12863.51,173657.42,USD,92624.77
BD00019391,000010,SO00022886,C001044,MAT010049,2024-04-10,14,6216.33,497.31,6713.64,USD,2856.65
BD00019392,000010,SO00022887,C001000,MAT010104,2024-04-08,36,38177.71,3054.22,41231.93,USD,21126.82
BD00019393,000010,SO00022888,C001000,MAT010127,2024-04-08,73,8201.72,656.14,8857.86,USD,5017.48
BD00019394,000010,SO00022890,C001035,MAT010119,2024-04-08,6,9442.87,755.43,10198.3,USD,5745.0
BD00019395,000010,SO00022891,C001009,MAT010003,2024-04-09,81,57580.23,4606.42,62186.65,USD,25117.91
BD00019396,000010,SO00022892,C001024,MAT010177,2024-04-16,14,11792.63,943.41,12736.04,USD,5497.48
BD00019397,000010,SO00022893,C001024,MAT010031,2024-04-15,76,21615.3,1729.22,23344.52,USD,9615.06
BD00019398,000010,SO00022894,C001038,MAT010167,2024-04-11,34,26845.82,2147.67,28993.49,USD,11595.83
BD00019399,000010,SO00022895,C001012,MAT010050,2024-04-08,11,8218.87,657.51,8876.38,USD,3946.48
BD00019400,000010,SO00022896,C001015,MAT010035,2024-04-08,35,43386.97,3470.96,46857.93,USD,27062.43
