material_number,plant,valuation_type,valuation_area,standard_price,moving_average_price,total_stock,total_value_stock,last_update_date
MAT0002088,PL03,,PL03,11.47,11.82,345.0,4077.9,2024-03-09
MAT0002089,PL03,,PL03,34.31,34.2,473.0,16176.6,2024-03-11
MAT0002090,PL02,,PL02,27.46,27.58,337.0,9294.46,2024-03-09
MAT0002091,PL02,,PL02,16.4,16.75,491.0,8224.25,2024-03-09
MAT0002092,PL01,,PL01,15.31,15.25,488.0,7442.0,2024-03-27
MAT0002093,PL03,,PL03,10.0,9.77,499.0,4875.23,2024-03-27
MAT0002094,PL01,,PL01,10.0,10.04,536.0,5381.44,2024-03-04
MAT0002095,PL03,,PL03,12.77,13.11,358.0,4693.38,2024-03-14
MAT0002096,PL03,,PL03,10.0,9.52,490.0,4664.8,2024-03-13
MAT0002097,PL03,,PL03,10.0,10.0,634.0,6340.0,2024-03-18
MAT0002098,PL03,,PL03,18.45,18.98,697.0,13229.06,2024-03-29
MAT0002099,PL03,,PL03,66.65,66.84,622.0,41574.48,2024-03-17
MAT0002100,PL03,,PL03,58.69,56.28,873.0,49132.44,2024-03-01
MAT0002101,PL03,,PL03,12.63,12.12,304.0,3684.48,2024-03-08
MAT0002102,PL01,,PL01,27.07,26.63,471.0,12542.73,2024-03-03
MAT0002103,PL01,,PL01,39.05,38.91,914.0,35563.74,2024-03-02
MAT0002104,PL02,,PL02,10.0,10.29,479.0,4928.91,2024-03-26
MAT0002105,PL03,,PL03,13.21,12.88,600.0,7728.0,2024-03-20
MAT0002106,PL02,,PL02,70.56,73.93,255.0,18852.15,2024-03-01
MAT0002107,PL01,,PL01,27.4,28.53,284.0,8102.52,2024-03-08
MAT0002108,PL02,,PL02,10.0,9.62,503.0,4838.86,2024-03-24
MAT0002109,PL03,,PL03,33.25,32.51,374.0,12158.74,2024-03-05
MAT0002110,PL03,,PL03,10.0,10.21,265.0,2705.65,2024-03-17
MAT0002111,PL02,,PL02,19.53,20.28,409.0,8294.52,2024-03-19
MAT0002112,PL01,,PL01,68.87,66.22,623.0,41255.06,2024-03-18
MAT0002113,PL02,,PL02,10.0,9.9,184.0,1821.6,2024-03-12
MAT0002114,PL03,,PL03,10.08,9.76,801.0,7817.76,2024-03-15
MAT0002115,PL03,,PL03,14.58,15.18,575.0,8728.5,2024-03-20
MAT0002116,PL02,,PL02,10.0,10.27,918.0,9427.86,2024-03-26
MAT0002117,PL03,,PL03,10.0,10.14,244.0,2474.16,2024-03-29
MAT0002118,PL03,,PL03,18.19,17.94,686.0,12306.84,2024-03-03
MAT0002119,PL02,,PL02,10.0,10.41,424.0,4413.84,2024-03-06
MAT0002120,PL01,,PL01,40.82,40.75,435.0,17726.25,2024-03-10
MAT0002121,PL01,,PL01,11.39,11.24,286.0,3214.64,2024-03-11
MAT0002122,PL01,,PL01,15.62,16.32,777.0,12680.64,2024-03-28
MAT0002123,PL01,,PL01,10.0,9.65,449.0,4332.85,2024-03-02
MAT0002124,PL03,,PL03,28.61,29.69,469.0,13924.61,2024-03-26
MAT0002125,PL02,,PL02,10.55,10.34,547.0,5655.98,2024-03-30
MAT0002126,PL02,,PL02,19.53,18.63,894.0,16655.22,2024-03-23
MAT0002127,PL03,,PL03,15.93,15.57,578.0,8999.46,2024-03-11
MAT0002128,PL01,,PL01,12.3,11.85,236.0,2796.6,2024-03-03
MAT0002129,PL03,,PL03,10.0,10.17,497.0,5054.49,2024-03-23
MAT0002130,PL03,,PL03,16.4,16.72,461.0,7707.92,2024-03-19
MAT0002131,PL02,,PL02,20.22,20.73,279.0,5783.67,2024-03-15
MAT0002132,PL01,,PL01,13.4,12.91,718.0,9269.38,2024-03-28
MAT0002133,PL02,,PL02,12.76,13.07,454.0,5933.78,2024-03-08
MAT0002134,PL03,,PL03,10.0,10.39,670.0,6961.3,2024-03-30
MAT0002135,PL03,,PL03,24.18,24.5,465.0,11392.5,2024-03-31
MAT0002136,PL03,,PL03,11.0,10.52,821.0,8636.92,2024-03-03
MAT0002137,PL02,,PL02,15.05,15.62,250.0,3905.0,2024-03-03
MAT0002138,PL01,,PL01,38.74,38.24,456.0,17437.44,2024-03-06
MAT0002139,PL02,,PL02,46.48,47.52,444.0,21098.88,2024-03-21
MAT0002140,PL01,,PL01,10.41,10.68,342.0,3652.56,2024-03-21
MAT0002141,PL03,,PL03,10.0,10.39,847.0,8800.33,2024-03-27
MAT0002142,PL03,,PL03,10.0,9.94,557.0,5536.58,2024-03-14
MAT0002143,PL01,,PL01,10.0,10.16,826.0,8392.16,2024-03-05
MAT0002144,PL01,,PL01,17.91,17.1,280.0,4788.0,2024-03-17
MAT0002145,PL03,,PL03,12.35,12.37,564.0,6976.68,2024-03-08
MAT0002146,PL02,,PL02,17.13,17.92,327.0,5859.84,2024-03-18
MAT0002147,PL02,,PL02,10.0,9.63,353.0,3399.39,2024-03-29
MAT0002148,PL02,,PL02,10.0,10.14,869.0,8811.66,2024-03-13
MAT0002149,PL02,,PL02,59.35,62.06,129.0,8005.74,2024-03-13
MAT0002150,PL02,,PL02,10.0,9.98,760.0,7584.8,2024-03-02
MAT0002151,PL01,,PL01,10.0,9.5,717.0,6811.5,2024-03-31
MAT0002152,PL03,,PL03,17.6,18.05,278.0,5017.9,2024-03-01
MAT0002153,PL01,,PL01,10.0,10.33,697.0,7200.01,2024-03-31
MAT0002154,PL01,,PL01,30.17,30.28,535.0,16199.8,2024-03-13
MAT0002155,PL03,,PL03,10.0,9.57,872.0,8345.04,2024-03-01
MAT0002156,PL01,,PL01,10.0,10.11,798.0,8067.78,2024-03-19
MAT0002157,PL03,,PL03,14.43,14.94,764.0,11414.16,2024-03-22
MAT0002158,PL01,,PL01,27.21,28.26,301.0,8506.26,2024-03-11
MAT0002159,PL01,,PL01,14.28,14.06,453.0,6369.18,2024-03-21
MAT0002160,PL03,,PL03,10.0,10.34,557.0,5759.38,2024-03-30
MAT0002161,PL03,,PL03,10.0,10.1,336.0,3393.6,2024-03-01
MAT0002162,PL03,,PL03,25.29,24.85,143.0,3553.55,2024-03-27
MAT0002163,PL01,,PL01,10.0,9.59,261.0,2502.99,2024-03-06
MAT0002164,PL03,,PL03,18.76,18.72,760.0,14227.2,2024-03-29
MAT0002165,PL02,,PL02,10.0,9.99,456.0,4555.44,2024-03-11
MAT0002166,PL01,,PL01,13.4,13.44,661.0,8883.84,2024-03-31
MAT0002167,PL02,,PL02,26.36,27.52,221.0,6081.92,2024-03-23
MAT0002168,PL01,,PL01,10.0,10.46,446.0,4665.16,2024-03-16
MAT0002169,PL03,,PL03,16.37,17.12,239.0,4091.68,2024-03-23
MAT0002170,PL02,,PL02,10.0,9.64,552.0,5321.28,2024-03-21
MAT0002171,PL03,,PL03,10.0,10.22,489.0,4997.58,2024-03-20
MAT0002172,PL02,,PL02,10.0,10.45,487.0,5089.15,2024-03-19
MAT0002173,PL03,,PL03,27.61,26.91,411.0,11060.01,2024-03-07
MAT0002174,PL01,,PL01,10.0,9.52,587.0,5588.24,2024-03-15
MAT0002175,PL01,,PL01,11.67,11.86,445.0,5277.7,2024-03-08
MAT0002176,PL03,,PL03,10.0,9.6,299.0,2870.4,2024-03-14
MAT0002177,PL03,,PL03,10.0,9.93,530.0,5262.9,2024-03-26
MAT0002178,PL01,,PL01,22.12,21.57,480.0,10353.6,2024-03-20
MAT0002179,PL01,,PL01,11.46,10.89,649.0,7067.61,2024-03-31
MAT0002180,PL02,,PL02,10.0,9.78,407.0,3980.46,2024-03-04
MAT0002181,PL02,,PL02,28.25,28.87,625.0,18043.75,2024-03-31
MAT0002182,PL02,,PL02,27.58,26.6,252.0,6703.2,2024-03-10
MAT0002183,PL03,,PL03,13.13,13.58,681.0,9247.98,2024-03-28
MAT0002184,PL02,,PL02,30.14,29.96,640.0,19174.4,2024-03-09
MAT0002185,PL02,,PL02,10.0,10.18,0.0,0.0,2024-03-26
MAT0002186,PL03,,PL03,21.23,21.85,639.0,13962.15,2024-03-10
MAT0002187,PL03,,PL03,38.5,37.79,684.0,25848.36,2024-03-17
MAT0002188,PL01,,PL01,10.0,10.48,620.0,6497.6,2024-03-06
MAT0002189,PL02,,PL02,20.2,19.28,839.0,16175.92,2024-03-27
MAT0002190,PL01,,PL01,13.02,13.37,486.0,6497.82,2024-03-20
MAT0002191,PL03,,PL03,10.0,10.47,354.0,3706.38,2024-03-21
MAT0002192,PL03,,PL03,10.0,10.47,684.0,7161.48,2024-03-13
MAT0002193,PL01,,PL01,15.74,16.02,973.0,15587.46,2024-03-26
MAT0002194,PL01,,PL01,10.0,10.46,153.0,1600.38,2024-03-17
MAT0002195,PL03,,PL03,10.0,10.05,421.0,4231.05,2024-03-03
MAT0002196,PL03,,PL03,21.05,21.16,351.0,7427.16,2024-03-04
MAT0002197,PL02,,PL02,36.13,36.95,582.0,21504.9,2024-03-21
MAT0002198,PL03,,PL03,16.2,15.47,495.0,7657.65,2024-03-08
MAT0002199,PL01,,PL01,27.31,26.8,540.0,14472.0,2024-03-28
MAT0002200,PL01,,PL01,14.87,14.7,477.0,7011.9,2024-03-01
MAT0002201,PL02,,PL02,10.0,9.96,479.0,4770.84,2024-03-28
MAT0002202,PL02,,PL02,10.0,9.7,574.0,5567.8,2024-03-02
MAT0002203,PL03,,PL03,31.11,29.72,780.0,23181.6,2024-03-09
MAT0002204,PL03,,PL03,10.0,9.94,493.0,4900.42,2024-03-11
MAT0002205,PL03,,PL03,41.75,40.6,325.0,13195.0,2024-03-08
MAT0002206,PL03,,PL03,19.28,18.52,148.0,2740.96,2024-03-18
MAT0002207,PL02,,PL02,57.33,57.95,342.0,19818.9,2024-03-19
MAT0002208,PL03,,PL03,10.0,10.29,416.0,4280.64,2024-03-21
MAT0002209,PL02,,PL02,31.23,30.63,554.0,16969.02,2024-03-08
MAT0002210,PL02,,PL02,10.0,9.53,399.0,3802.47,2024-03-30
MAT0002211,PL01,,PL01,13.19,12.96,713.0,9240.48,2024-03-01
MAT0002212,PL01,,PL01,10.68,10.9,972.0,10594.8,2024-03-15
MAT0002213,PL01,,PL01,25.63,24.36,681.0,16589.16,2024-03-15
MAT0002214,PL03,,PL03,15.13,15.22,580.0,8827.6,2024-03-11
MAT0002215,PL01,,PL01,63.71,62.33,638.0,39766.54,2024-03-29
MAT0002216,PL02,,PL02,78.07,81.87,725.0,59355.75,2024-03-15
MAT0002217,PL02,,PL02,25.92,25.41,487.0,12374.67,2024-03-31
MAT0002218,PL01,,PL01,10.0,9.6,297.0,2851.2,2024-03-10
MAT0002219,PL01,,PL01,78.85,76.46,529.0,40447.34,2024-03-14
MAT0002220,PL03,,PL03,228.65,232.82,402.0,93593.64,2024-03-09
MAT0002221,PL03,,PL03,11.39,11.72,964.0,11298.08,2024-03-31
MAT0002222,PL02,,PL02,10.0,10.48,676.0,7084.48,2024-03-08
MAT0002223,PL03,,PL03,27.0,26.95,626.0,16870.7,2024-03-04
MAT0002224,PL03,,PL03,18.12,17.77,286.0,5082.22,2024-03-16
MAT0002225,PL02,,PL02,10.0,9.84,231.0,2273.04,2024-03-25
MAT0002226,PL02,,PL02,10.0,10.41,707.0,7359.87,2024-03-06
MAT0002227,PL03,,PL03,10.0,10.24,601.0,6154.24,2024-03-04
MAT0002228,PL03,,PL03,16.34,15.74,489.0,7696.86,2024-03-03
MAT0002229,PL02,,PL02,10.0,9.88,333.0,3290.04,2024-03-20
MAT0002230,PL02,,PL02,11.2,11.07,495.0,5479.65,2024-03-12
MAT0002231,PL01,,PL01,12.97,12.41,557.0,6912.37,2024-03-28
MAT0002232,PL02,,PL02,10.0,9.72,794.0,7717.68,2024-03-02
MAT0002233,PL03,,PL03,25.3,24.25,167.0,4049.75,2024-03-20
MAT0002234,PL02,,PL02,14.1,14.47,443.0,6410.21,2024-03-12
MAT0002235,PL02,,PL02,22.32,22.06,289.0,6375.34,2024-03-16
MAT0002236,PL01,,PL01,13.45,12.83,329.0,4221.07,2024-03-09
MAT0002237,PL03,,PL03,10.0,10.03,876.0,8786.28,2024-03-11
MAT0002238,PL01,,PL01,10.0,9.51,126.0,1198.26,2024-03-12
MAT0002239,PL01,,PL01,18.05,17.42,503.0,8762.26,2024-03-27
MAT0002240,PL01,,PL01,10.28,10.58,364.0,3851.12,2024-03-31
MAT0002241,PL01,,PL01,14.64,14.0,428.0,5992.0,2024-03-14
MAT0002242,PL01,,PL01,41.3,42.29,591.0,24993.39,2024-03-31
MAT0002243,PL03,,PL03,10.0,10.33,491.0,5072.03,2024-03-06
MAT0002244,PL01,,PL01,10.0,9.56,269.0,2571.64,2024-03-20
MAT0002245,PL03,,PL03,10.0,10.28,374.0,3844.72,2024-03-12
MAT0002246,PL01,,PL01,10.0,9.89,478.0,4727.42,2024-03-28
MAT0002247,PL01,,PL01,10.21,10.14,574.0,5820.36,2024-03-21
MAT0002248,PL03,,PL03,14.38,14.84,348.0,5164.32,2024-03-13
MAT0002249,PL02,,PL02,10.0,9.75,458.0,4465.5,2024-03-30
MAT0002250,PL01,,PL01,10.0,10.45,354.0,3699.3,2024-03-13
MAT0002251,PL02,,PL02,11.23,11.65,356.0,4147.4,2024-03-06
MAT0002252,PL01,,PL01,20.55,21.58,454.0,9797.32,2024-03-25
MAT0002253,PL03,,PL03,10.0,9.69,291.0,2819.79,2024-03-07
MAT0002254,PL03,,PL03,47.23,46.72,379.0,17706.88,2024-03-10
MAT0002255,PL03,,PL03,21.33,20.86,538.0,11222.68,2024-03-19
MAT0002256,PL02,,PL02,27.9,26.83,303.0,8129.49,2024-03-30
MAT0002257,PL02,,PL02,60.92,60.85,523.0,31824.55,2024-03-23
MAT0002258,PL01,,PL01,10.0,10.27,738.0,7579.26,2024-03-25
MAT0002259,PL03,,PL03,34.27,35.05,691.0,24219.55,2024-03-21
MAT0002260,PL02,,PL02,10.0,9.89,950.0,9395.5,2024-03-05
MAT0002261,PL02,,PL02,20.11,20.48,451.0,9236.48,2024-03-22
MAT0002262,PL01,,PL01,10.0,9.61,633.0,6083.13,2024-03-02
MAT0002263,PL02,,PL02,10.0,10.09,596.0,6013.64,2024-03-29
MAT0002264,PL02,,PL02,34.9,35.54,499.0,17734.46,2024-03-26
MAT0002265,PL03,,PL03,10.0,10.17,97.0,986.49,2024-03-22
MAT0002266,PL02,,PL02,10.0,10.18,672.0,6840.96,2024-03-13
MAT0002267,PL02,,PL02,15.72,16.31,417.0,6801.27,2024-03-05
MAT0002268,PL02,,PL02,10.0,10.19,959.0,9772.21,2024-03-12
MAT0002269,PL02,,PL02,10.0,10.27,253.0,2598.31,2024-03-11
MAT0002270,PL03,,PL03,58.27,60.26,521.0,31395.46,2024-03-29
MAT0002271,PL01,,PL01,10.0,10.41,526.0,5475.66,2024-03-10
MAT0002272,PL02,,PL02,10.0,9.89,187.0,1849.43,2024-03-28
MAT0002273,PL02,,PL02,10.0,9.53,383.0,3649.99,2024-03-05
MAT0002274,PL01,,PL01,10.0,9.88,55.0,543.4,2024-03-14
MAT0002275,PL03,,PL03,48.68,50.48,539.0,27208.72,2024-03-30
MAT0002276,PL01,,PL01,15.89,16.56,804.0,13314.24,2024-03-23
MAT0002277,PL03,,PL03,11.98,12.03,923.0,11103.69,2024-03-30
MAT0002278,PL03,,PL03,37.76,35.87,612.0,21952.44,2024-03-07
MAT0002279,PL01,,PL01,21.45,21.01,465.0,9769.65,2024-03-20
MAT0002280,PL01,,PL01,16.86,17.08,364.0,6217.12,2024-03-12
MAT0002281,PL03,,PL03,53.74,52.87,507.0,26805.09,2024-03-21
MAT0002282,PL03,,PL03,34.06,32.56,604.0,19666.24,2024-03-09
MAT0002283,PL02,,PL02,36.44,34.86,754.0,26284.44,2024-03-04
MAT0002284,PL02,,PL02,16.78,16.6,591.0,9810.6,2024-03-19
MAT0002285,PL02,,PL02,11.38,11.26,507.0,5708.82,2024-03-29
MAT0002286,PL01,,PL01,10.0,9.8,905.0,8869.0,2024-03-06
MAT0002287,PL03,,PL03,10.0,10.33,280.0,2892.4,2024-03-11
MAT0002288,PL03,,PL03,16.91,16.15,482.0,7784.3,2024-03-12
MAT0002289,PL02,,PL02,10.0,10.23,0.0,0.0,2024-03-06
MAT0002290,PL01,,PL01,14.4,14.64,380.0,5563.2,2024-03-26
MAT0002291,PL02,,PL02,15.77,15.92,483.0,7689.36,2024-03-05
MAT0002292,PL01,,PL01,11.23,11.19,411.0,4599.09,2024-03-11
MAT0002293,PL02,,PL02,11.4,11.62,845.0,9818.9,2024-03-17
MAT0002294,PL02,,PL02,10.0,10.34,178.0,1840.52,2024-03-20
MAT0002295,PL02,,PL02,10.0,9.97,504.0,5024.88,2024-03-30
MAT0002296,PL03,,PL03,10.0,10.44,533.0,5564.52,2024-03-20
MAT0002297,PL03,,PL03,10.0,9.75,621.0,6054.75,2024-03-28
MAT0002298,PL02,,PL02,36.17,34.81,305.0,10617.05,2024-03-14
MAT0002299,PL03,,PL03,15.05,14.71,516.0,7590.36,2024-03-03
MAT0002300,PL02,,PL02,21.27,21.7,375.0,8137.5,2024-03-05
MAT0002301,PL02,,PL02,11.72,11.89,373.0,4434.97,2024-03-11
MAT0002302,PL01,,PL01,23.23,23.3,224.0,5219.2,2024-03-21
MAT0002303,PL02,,PL02,14.17,13.66,416.0,5682.56,2024-03-16
MAT0002304,PL02,,PL02,20.26,19.55,588.0,11495.4,2024-03-03
MAT0002305,PL01,,PL01,10.0,9.6,618.0,5932.8,2024-03-10
MAT0002306,PL02,,PL02,10.46,10.63,316.0,3359.08,2024-03-25
MAT0002307,PL03,,PL03,72.9,72.28,60.0,4336.8,2024-03-14
MAT0002308,PL03,,PL03,10.0,9.62,614.0,5906.68,2024-03-10
MAT0002309,PL03,,PL03,13.69,13.42,759.0,10185.78,2024-03-10
MAT0002310,PL02,,PL02,10.0,10.33,522.0,5392.26,2024-03-05
MAT0002311,PL03,,PL03,10.94,10.92,757.0,8266.44,2024-03-14
MAT0002312,PL02,,PL02,10.0,9.59,744.0,7134.96,2024-03-05
MAT0002313,PL02,,PL02,17.95,17.43,536.0,9342.48,2024-03-23
MAT0002314,PL02,,PL02,23.78,23.2,682.0,15822.4,2024-03-08
MAT0002315,PL03,,PL03,10.03,9.76,537.0,5241.12,2024-03-01
MAT0002316,PL01,,PL01,22.38,21.56,325.0,7007.0,2024-03-26
MAT0002317,PL01,,PL01,35.3,33.6,823.0,27652.8,2024-03-24
MAT0002318,PL02,,PL02,10.0,10.37,471.0,4884.27,2024-03-09
MAT0002319,PL03,,PL03,17.19,16.51,466.0,7693.66,2024-03-05
MAT0002320,PL03,,PL03,11.03,10.53,273.0,2874.69,2024-03-20
MAT0002321,PL02,,PL02,20.37,20.92,273.0,5711.16,2024-03-28
MAT0002322,PL03,,PL03,10.0,9.85,166.0,1635.1,2024-03-21
MAT0002323,PL03,,PL03,29.85,30.83,538.0,16586.54,2024-03-20
MAT0002324,PL02,,PL02,17.2,17.87,726.0,12973.62,2024-03-06
MAT0002325,PL01,,PL01,27.51,26.71,833.0,22249.43,2024-03-19
MAT0002326,PL03,,PL03,10.0,10.07,703.0,7079.21,2024-03-07
MAT0002327,PL01,,PL01,23.44,22.56,699.0,15769.44,2024-03-23
MAT0002328,PL02,,PL02,22.17,23.28,482.0,11220.96,2024-03-27
MAT0002329,PL03,,PL03,10.0,10.05,636.0,6391.8,2024-03-16
MAT0002330,PL03,,PL03,10.0,10.32,384.0,3962.88,2024-03-11
MAT0002331,PL02,,PL02,10.0,10.11,578.0,5843.58,2024-03-23
MAT0002332,PL03,,PL03,10.0,10.4,326.0,3390.4,2024-03-02
MAT0002333,PL02,,PL02,10.0,10.16,759.0,7711.44,2024-03-15
MAT0002334,PL03,,PL03,33.96,34.15,591.0,20182.65,2024-03-10
MAT0002335,PL01,,PL01,22.57,22.87,849.0,19416.63,2024-03-26
MAT0002336,PL02,,PL02,10.0,10.06,667.0,6710.02,2024-03-29
MAT0002337,PL03,,PL03,10.0,10.04,454.0,4558.16,2024-03-11
MAT0002338,PL02,,PL02,16.11,15.51,319.0,4947.69,2024-03-12
MAT0002339,PL01,,PL01,13.55,13.74,747.0,10263.78,2024-03-10
MAT0002340,PL03,,PL03,10.0,10.12,739.0,7478.68,2024-03-24
MAT0002341,PL03,,PL03,13.15,13.53,437.0,5912.61,2024-03-30
MAT0002342,PL02,,PL02,32.21,30.91,399.0,12333.09,2024-03-22
MAT0002343,PL03,,PL03,10.0,9.54,734.0,7002.36,2024-03-22
MAT0002344,PL03,,PL03,10.0,10.01,411.0,4114.11,2024-03-18
MAT0002345,PL02,,PL02,10.0,10.24,381.0,3901.44,2024-03-03
MAT0002346,PL03,,PL03,16.55,16.86,487.0,8210.82,2024-03-24
MAT0002347,PL01,,PL01,44.93,46.04,383.0,17633.32,2024-03-12
MAT0002348,PL01,,PL01,10.0,9.68,465.0,4501.2,2024-03-26
MAT0002349,PL01,,PL01,12.0,12.16,527.0,6408.32,2024-03-17
MAT0002350,PL03,,PL03,10.0,9.76,471.0,4596.96,2024-03-25
MAT0002351,PL03,,PL03,14.18,13.88,551.0,7647.88,2024-03-23
MAT0002352,PL02,,PL02,10.77,10.55,451.0,4758.05,2024-03-25
MAT0002353,PL02,,PL02,10.0,9.7,548.0,5315.6,2024-03-21
MAT0002354,PL01,,PL01,13.11,12.64,784.0,9909.76,2024-03-19
MAT0002355,PL02,,PL02,18.96,19.02,239.0,4545.78,2024-03-25
MAT0002356,PL03,,PL03,10.0,9.72,588.0,5715.36,2024-03-11
MAT0002357,PL03,,PL03,12.67,12.87,127.0,1634.49,2024-03-03
MAT0002358,PL01,,PL01,10.0,9.84,619.0,6090.96,2024-03-08
MAT0002359,PL02,,PL02,10.0,9.68,674.0,6524.32,2024-03-25
MAT0002360,PL03,,PL03,34.61,34.76,338.0,11748.88,2024-03-18
MAT0002361,PL01,,PL01,10.0,9.65,351.0,3387.15,2024-03-27
MAT0002362,PL02,,PL02,16.33,16.85,419.0,7060.15,2024-03-28
MAT0002363,PL01,,PL01,21.67,21.14,368.0,7779.52,2024-03-21
MAT0002364,PL03,,PL03,21.58,22.01,175.0,3851.75,2024-03-05
MAT0002365,PL03,,PL03,18.25,18.84,491.0,9250.44,2024-03-22
MAT0002366,PL01,,PL01,18.03,18.11,797.0,14433.67,2024-03-02
MAT0002367,PL01,,PL01,10.0,10.26,546.0,5601.96,2024-03-20
MAT0002368,PL01,,PL01,15.16,15.87,237.0,3761.19,2024-03-27
MAT0002369,PL02,,PL02,12.51,12.61,437.0,5510.57,2024-03-31
MAT0002370,PL03,,PL03,36.09,36.6,880.0,32208.0,2024-03-28
MAT0002371,PL03,,PL03,10.0,10.06,279.0,2806.74,2024-03-14
MAT0002372,PL01,,PL01,20.76,20.47,564.0,11545.08,2024-03-23
MAT0002373,PL02,,PL02,13.97,14.24,260.0,3702.4,2024-03-28
MAT0002374,PL02,,PL02,12.59,12.98,553.0,7177.94,2024-03-27
MAT0002375,PL03,,PL03,15.36,15.74,571.0,8987.54,2024-03-24
MAT0002376,PL03,,PL03,10.0,10.46,641.0,6704.86,2024-03-30
MAT0002377,PL01,,PL01,10.0,9.8,247.0,2420.6,2024-03-20
MAT0002378,PL01,,PL01,10.0,10.38,508.0,5273.04,2024-03-17
MAT0002379,PL02,,PL02,10.0,9.55,464.0,4431.2,2024-03-05
MAT0002380,PL02,,PL02,10.0,9.76,780.0,7612.8,2024-03-06
MAT0002381,PL02,,PL02,11.58,11.06,615.0,6801.9,2024-03-16
MAT0002382,PL02,,PL02,17.36,17.05,623.0,10622.15,2024-03-11
MAT0002383,PL03,,PL03,10.0,9.81,616.0,6042.96,2024-03-17
MAT0002384,PL02,,PL02,10.0,10.35,454.0,4698.9,2024-03-24
MAT0002385,PL02,,PL02,15.12,14.67,588.0,8625.96,2024-03-27
MAT0002386,PL02,,PL02,11.26,11.56,120.0,1387.2,2024-03-05
MAT0002387,PL01,,PL01,15.93,15.28,436.0,6662.08,2024-03-02
MAT0002388,PL01,,PL01,40.77,40.21,446.0,17933.66,2024-03-14
MAT0002389,PL03,,PL03,10.0,10.24,588.0,6021.12,2024-03-17
MAT0002390,PL01,,PL01,10.0,10.03,468.0,4694.04,2024-03-19
MAT0002391,PL01,,PL01,16.36,15.59,391.0,6095.69,2024-03-11
MAT0002392,PL02,,PL02,25.09,24.92,560.0,13955.2,2024-03-31
MAT0002393,PL03,,PL03,10.0,10.0,700.0,7000.0,2024-03-08
MAT0002394,PL01,,PL01,10.0,9.64,201.0,1937.64,2024-03-15
MAT0002395,PL03,,PL03,42.18,44.28,587.0,25992.36,2024-03-19
MAT0002396,PL02,,PL02,26.49,25.3,531.0,13434.3,2024-03-31
MAT0002397,PL01,,PL01,10.0,10.29,536.0,5515.44,2024-03-28
MAT0002398,PL01,,PL01,18.5,19.35,594.0,11493.9,2024-03-01
MAT0002399,PL01,,PL01,10.0,10.15,255.0,2588.25,2024-03-10
MAT0002400,PL03,,PL03,19.59,19.21,667.0,12813.07,2024-03-06
MAT0002401,PL01,,PL01,10.5,10.88,557.0,6060.16,2024-03-02
MAT0002402,PL02,,PL02,19.4,19.82,463.0,9176.66,2024-03-05
MAT0002403,PL02,,PL02,10.0,10.28,166.0,1706.48,2024-03-29
MAT0002404,PL02,,PL02,40.37,39.02,303.0,11823.06,2024-03-18
MAT0002405,PL03,,PL03,18.57,17.86,463.0,8269.18,2024-03-01
MAT0002406,PL03,,PL03,17.67,18.35,469.0,8606.15,2024-03-08
MAT0002407,PL02,,PL02,10.0,9.65,470.0,4535.5,2024-03-22
MAT0002408,PL02,,PL02,13.86,14.48,818.0,11844.64,2024-03-18
MAT0002409,PL03,,PL03,24.97,25.14,243.0,6109.02,2024-03-21
MAT0002410,PL01,,PL01,10.95,10.55,429.0,4525.95,2024-03-24
MAT0002411,PL03,,PL03,10.0,9.61,528.0,5074.08,2024-03-21
MAT0002412,PL03,,PL03,11.61,11.81,716.0,8455.96,2024-03-24
MAT0002413,PL03,,PL03,16.21,16.65,603.0,10039.95,2024-03-29
MAT0002414,PL02,,PL02,10.0,9.83,502.0,4934.66,2024-03-09
MAT0002415,PL02,,PL02,10.0,9.53,755.0,7195.15,2024-03-18
MAT0002416,PL01,,PL01,10.0,10.25,315.0,3228.75,2024-03-17
MAT0002417,PL03,,PL03,32.41,31.59,541.0,17090.19,2024-03-23
MAT0002418,PL03,,PL03,24.09,23.47,761.0,17860.67,2024-03-03
MAT0002419,PL01,,PL01,10.0,9.54,161.0,1535.94,2024-03-23
MAT0002420,PL01,,PL01,11.41,11.25,644.0,7245.0,2024-03-04
MAT0002421,PL03,,PL03,10.0,9.99,561.0,5604.39,2024-03-16
MAT0002422,PL03,,PL03,10.0,10.46,389.0,4068.94,2024-03-26
MAT0002423,PL03,,PL03,10.0,10.19,667.0,6796.73,2024-03-08
MAT0002424,PL03,,PL03,10.0,9.81,547.0,5366.07,2024-03-27
MAT0002425,PL02,,PL02,11.19,11.34,525.0,5953.5,2024-03-23
MAT0002426,PL02,,PL02,22.88,23.72,311.0,7376.92,2024-03-11
MAT0002427,PL01,,PL01,51.5,50.92,208.0,10591.36,2024-03-13
MAT0002428,PL03,,PL03,10.0,10.19,660.0,6725.4,2024-03-09
MAT0002429,PL02,,PL02,35.83,37.39,361.0,13497.79,2024-03-14
MAT0002430,PL03,,PL03,45.89,46.67,693.0,32342.31,2024-03-24
MAT0002431,PL01,,PL01,30.52,32.04,583.0,18679.32,2024-03-28
MAT0002432,PL01,,PL01,10.0,10.0,338.0,3380.0,2024-03-06
MAT0002433,PL02,,PL02,30.06,29.91,460.0,13758.6,2024-03-26
MAT0002434,PL02,,PL02,20.75,21.41,446.0,9548.86,2024-03-05
MAT0002435,PL03,,PL03,10.0,9.64,205.0,1976.2,2024-03-21
