asset_number,sub_number,company_code,asset_class,asset_description,capitalization_date,deactivation_date
A01918,0,CO01,VEHICLE,Real specific per generation.,15-08-2021,
A01919,0,CO02,MACHINERY,Education money explain.,31-10-2022,
A01920,0,CO03,COMPUTER,Democrat short behavior career.,21-10-2023,
A01921,0,CO03,BUILDING,Pick bit ready.,16-10-2023,
A01922,0,CO02,VEHICLE,Show answer various.,30-07-2024,
A01923,0,CO02,COMPUTER,Address view hit.,25-06-2021,
A01924,0,CO01,COMPUTER,Herself personal camera.,29-09-2022,
A01925,0,CO01,MACHINERY,Allow now tree across.,14-07-2022,
A01926,0,CO01,BUILDING,Industry before six like.,12-08-2021,
A01927,0,CO03,MACHINERY,Medical president air table view.,18-10-2023,
A01928,0,CO01,FURNITURE,According now matter upon.,22-12-2023,
A01929,0,CO01,VEHICLE,Describe participant line.,07-09-2021,
A01930,0,CO03,MACHINERY,Congress common.,26-08-2023,
A01931,0,CO03,FURNITURE,Could lawyer.,13-11-2021,
A01932,0,CO02,COMPUTER,Finally nor decide.,18-10-2021,
A01933,0,CO03,BUILDING,Building black safe.,19-05-2023,
A01934,0,CO01,VEHICLE,Add pass.,27-06-2022,
A01935,0,CO02,BUILDING,Design effort per never pull.,13-09-2022,
A01936,0,CO01,FURNITURE,Authority help which market.,16-02-2022,
A01937,0,CO03,VEHICLE,Thought real challenge.,20-06-2023,
A01938,0,CO01,COMPUTER,Ever report huge.,17-06-2023,
A01939,0,CO02,COMPUTER,Politics without stock federal somebody.,04-10-2023,
A01940,0,CO02,MACHINERY,Development such treat.,01-11-2021,
A01941,0,CO03,MACHINERY,Game performance either.,01-06-2021,
A01942,0,CO02,MACHINERY,What bill.,07-01-2024,
A01943,0,CO02,VEHICLE,Look pattern pay.,15-03-2022,
A01944,0,CO03,FURNITURE,Central executive.,26-11-2021,
A01945,0,CO01,VEHICLE,Run letter.,31-07-2024,
A01946,0,CO03,COMPUTER,According control wrong raise.,13-10-2022,
A01947,0,CO03,FURNITURE,Front quality dark nice right.,07-02-2024,
A01948,0,CO01,VEHICLE,Inside oil until.,25-03-2024,
A01949,0,CO03,FURNITURE,Lay say nearly western machine.,01-12-2023,
A01950,0,CO03,FURNITURE,Grow less capital wear.,26-03-2023,
A01951,0,CO01,BUILDING,Peace magazine pull such.,21-02-2023,
A01952,0,CO01,MACHINERY,Suddenly speech along letter.,02-06-2023,
A01953,0,CO02,BUILDING,Fund want.,20-06-2023,
A01954,0,CO02,MACHINERY,List culture group.,20-01-2024,
A01955,0,CO02,VEHICLE,Response plant go office service.,02-08-2021,
A01956,0,CO02,BUILDING,Discuss beautiful.,08-08-2021,
A01957,0,CO03,BUILDING,High vote ahead cost.,12-07-2023,
A01958,0,CO01,BUILDING,To score.,26-11-2022,
A01959,0,CO03,COMPUTER,Day there.,21-12-2024,
A01960,0,CO03,VEHICLE,Recently personal.,05-03-2022,
A01961,0,CO03,FURNITURE,Heavy despite it.,19-04-2024,
A01962,0,CO01,BUILDING,Above TV benefit.,25-06-2022,
A01963,0,CO03,MACHINERY,Until rise south.,22-05-2023,
A01964,0,CO01,FURNITURE,Policy expert student analysis.,15-11-2022,
A01965,0,CO01,BUILDING,Military reality person box wear.,10-02-2022,
A01966,0,CO03,COMPUTER,State produce middle top table.,13-12-2024,
A01967,0,CO03,COMPUTER,How home smile house.,11-01-2025,
A01968,0,CO03,COMPUTER,Maintain guess.,09-02-2025,
A01969,0,CO01,BUILDING,Then team.,24-05-2022,
A01970,0,CO03,FURNITURE,Major but difference.,08-02-2025,
A01971,0,CO03,BUILDING,East teacher move attention.,22-11-2021,
A01972,0,CO02,BUILDING,Management or.,09-09-2024,
A01973,0,CO02,COMPUTER,Statement learn quality.,09-05-2024,
A01974,0,CO02,VEHICLE,Whatever head north born wall.,27-02-2024,
A01975,0,CO01,BUILDING,Item assume offer draw.,23-11-2023,
A01976,0,CO02,BUILDING,Throw sit dinner story.,28-10-2021,
A01977,0,CO03,MACHINERY,Media value.,03-09-2023,
A01978,0,CO01,FURNITURE,Your north together.,10-11-2023,
A01979,0,CO01,MACHINERY,Might high hit nearly.,04-05-2022,
A01980,0,CO03,COMPUTER,Watch model every.,28-01-2023,
A01981,0,CO02,BUILDING,Data quality policy.,05-07-2023,
A01982,0,CO02,FURNITURE,Service bar.,09-06-2021,
A01983,0,CO03,VEHICLE,Job structure design ten.,31-05-2021,
A01984,0,CO01,MACHINERY,Building compare.,20-08-2021,
A01985,0,CO03,COMPUTER,Heart mission say and.,26-01-2022,
A01986,0,CO01,BUILDING,Half add Congress.,03-06-2022,
A01987,0,CO01,BUILDING,When figure commercial.,28-10-2021,
A01988,0,CO01,VEHICLE,Senior represent serious.,12-01-2024,
A01989,0,CO02,VEHICLE,Practice likely seem.,26-01-2023,
A01990,0,CO03,FURNITURE,Truth road.,02-10-2023,
A01991,0,CO02,BUILDING,Bar prevent teacher.,31-03-2024,
A01992,0,CO01,MACHINERY,Young him authority.,07-02-2024,
A01993,0,CO02,MACHINERY,Street concern talk reality community.,16-04-2021,
A01994,0,CO01,VEHICLE,Reflect analysis major support.,09-03-2024,
A01995,0,CO03,COMPUTER,Month stay decision.,01-01-2022,
A01996,0,CO02,VEHICLE,Body once character song your.,25-03-2024,
A01997,0,CO01,BUILDING,Situation open.,18-02-2025,
A01998,0,CO02,BUILDING,Democratic pressure.,28-04-2022,
A01999,0,CO02,COMPUTER,Imagine like choice.,16-08-2024,
A02000,0,CO01,BUILDING,Area future hand.,06-02-2022,
A02001,0,CO02,VEHICLE,Any next door parent.,09-12-2023,
A02002,0,CO03,MACHINERY,Senior watch less beyond world.,03-07-2022,
A02003,0,CO02,VEHICLE,Garden along weight.,26-04-2023,
A02004,0,CO01,COMPUTER,Find rule who.,22-08-2023,
A02005,0,CO03,FURNITURE,Study off.,19-02-2024,
A02006,0,CO03,VEHICLE,Notice item course road.,16-07-2023,
A02007,0,CO03,FURNITURE,Hotel often special training.,12-10-2024,
A02008,0,CO01,BUILDING,Study require rock figure.,05-09-2021,
A02009,0,CO01,COMPUTER,Hour without.,25-02-2022,
A02010,0,CO03,BUILDING,Any or government process.,26-11-2024,
A02011,0,CO01,VEHICLE,Plan key establish career cell.,17-06-2022,
A02012,0,CO02,VEHICLE,Follow hard article probably friend.,08-05-2022,
A02013,0,CO01,FURNITURE,Administration something not.,25-10-2023,
A02014,0,CO03,COMPUTER,Similar dark conference side.,01-12-2023,
A02015,0,CO03,FURNITURE,Science blood article remember.,03-06-2023,
A02016,0,CO02,MACHINERY,Hit young.,17-02-2023,
A02017,0,CO03,VEHICLE,Between agree window attack late.,20-03-2023,
A02018,0,CO03,MACHINERY,Whole order finally huge.,31-01-2022,
A02019,0,CO01,MACHINERY,Choose great end.,01-12-2021,
A02020,0,CO02,BUILDING,Real so character however.,17-07-2023,
A02021,0,CO01,VEHICLE,Painting purpose face thousand believe.,23-10-2024,
A02022,0,CO01,MACHINERY,Quite task travel.,11-04-2023,
A02023,0,CO02,MACHINERY,Every own deep customer.,07-10-2023,
A02024,0,CO02,COMPUTER,Rule alone.,03-03-2022,
A02025,0,CO01,BUILDING,Democratic nation possible security join.,16-04-2023,
A02026,0,CO03,VEHICLE,Together yes opportunity.,24-01-2024,
A02027,0,CO01,FURNITURE,Decade avoid the clear.,13-10-2022,
A02028,0,CO01,BUILDING,Fact trouble eye eye.,30-10-2024,
A02029,0,CO02,COMPUTER,Prevent rather across final surface.,21-01-2023,
A02030,0,CO02,COMPUTER,True sign born want nice.,18-05-2023,
A02031,0,CO02,BUILDING,Air gun head.,09-09-2021,
A02032,0,CO01,VEHICLE,Structure technology value.,26-01-2024,
A02033,0,CO01,MACHINERY,Response rather surface music generation.,15-06-2023,
A02034,0,CO03,BUILDING,Pattern trip accept enjoy American.,15-07-2024,
A02035,0,CO01,BUILDING,Ever else building.,15-12-2022,
A02036,0,CO02,FURNITURE,Task bring issue kind.,09-01-2025,
A02037,0,CO02,COMPUTER,Player artist visit million.,28-05-2024,
A02038,0,CO02,COMPUTER,Property need.,24-04-2024,
A02039,0,CO01,FURNITURE,Million realize case always realize.,18-12-2022,
A02040,0,CO02,FURNITURE,Quite describe country power.,21-03-2023,
A02041,0,CO01,BUILDING,Practice this on.,10-09-2022,
A02042,0,CO01,FURNITURE,Pass relate as.,07-05-2022,
A02043,0,CO02,COMPUTER,His stand hour.,16-11-2022,
A02044,0,CO03,COMPUTER,Ok old figure.,18-09-2023,
A02045,0,CO01,FURNITURE,There young.,05-11-2022,
A02046,0,CO01,BUILDING,Miss put side between.,12-05-2022,
A02047,0,CO01,MACHINERY,Best single set.,20-02-2025,
A02048,0,CO02,BUILDING,Process night throughout.,05-09-2021,
A02049,0,CO03,MACHINERY,Individual government themselves agreement.,27-10-2023,
A02050,0,CO01,COMPUTER,Woman that.,30-09-2021,
A02051,0,CO03,MACHINERY,Ready or campaign prepare.,01-03-2023,
A02052,0,CO01,VEHICLE,Kind time.,04-01-2025,
A02053,0,CO03,MACHINERY,Relate certainly tell art indicate.,24-08-2024,
A02054,0,CO02,FURNITURE,Push no including stop.,10-06-2021,
A02055,0,CO03,VEHICLE,Bill watch join whole positive.,13-07-2021,
A02056,0,CO03,VEHICLE,Evening hot.,03-12-2024,
A02057,0,CO03,COMPUTER,Thousand purpose seat seem.,27-07-2024,
A02058,0,CO02,FURNITURE,Success chance leg arm call.,21-12-2021,
A02059,0,CO03,VEHICLE,Budget yes new.,18-04-2023,
A02060,0,CO01,COMPUTER,Newspaper administration late.,16-06-2021,
A02061,0,CO03,FURNITURE,Performance send pull dark.,21-11-2022,
A02062,0,CO02,COMPUTER,Artist size course have.,12-01-2022,
A02063,0,CO03,BUILDING,Federal enter ago himself sign.,09-12-2023,
A02064,0,CO03,BUILDING,Most case.,20-01-2022,
A02065,0,CO01,MACHINERY,Make its high one future.,30-04-2023,
A02066,0,CO02,BUILDING,Tough whose reason.,17-06-2021,
A02067,0,CO03,BUILDING,Them business apply teach.,01-11-2023,
A02068,0,CO03,VEHICLE,Audience forget remember detail.,24-08-2021,
A02069,0,CO02,VEHICLE,As ten hand throughout performance.,30-01-2024,
A02070,0,CO03,VEHICLE,He board.,12-08-2022,
A02071,0,CO02,COMPUTER,Attention thus power onto.,12-08-2022,
A02072,0,CO01,VEHICLE,Worker bring simply.,30-09-2021,
A02073,0,CO03,BUILDING,Force dinner expert.,02-11-2024,
A02074,0,CO01,VEHICLE,Five tonight seem woman.,25-10-2024,
A02075,0,CO01,COMPUTER,Help any run response daughter.,10-12-2023,
A02076,0,CO03,MACHINERY,Letter hit he field.,28-12-2021,
A02077,0,CO01,VEHICLE,Know these.,29-09-2023,
A02078,0,CO01,MACHINERY,Town thus.,13-02-2022,
A02079,0,CO01,BUILDING,Walk rise.,13-03-2023,
A02080,0,CO03,BUILDING,American you.,18-06-2021,
A02081,0,CO03,FURNITURE,Executive research expect.,10-08-2023,
A02082,0,CO02,VEHICLE,Choice join.,21-02-2025,
A02083,0,CO02,BUILDING,Here pressure local reduce.,12-07-2023,
A02084,0,CO01,BUILDING,Edge address happen.,20-12-2023,
A02085,0,CO02,COMPUTER,Score data interview attorney action.,02-01-2024,
A02086,0,CO01,BUILDING,Nice establish cause positive.,01-07-2022,
A02087,0,CO02,MACHINERY,Organization hard great home fish.,18-04-2023,
A02088,0,CO03,COMPUTER,His approach certainly amount.,08-12-2022,
A02089,0,CO03,COMPUTER,Strategy I authority ground sense.,08-09-2021,
A02090,0,CO02,COMPUTER,Good interesting group year.,26-11-2022,
A02091,0,CO02,BUILDING,Director hundred with fact.,10-09-2024,
A02092,0,CO01,COMPUTER,Number where Congress.,04-10-2024,
A02093,0,CO03,FURNITURE,Artist American according pressure.,07-12-2021,
A02094,0,CO02,VEHICLE,Threat fact rate prevent TV.,24-06-2021,
A02095,0,CO02,FURNITURE,Physical well force mouth.,08-10-2024,
A02096,0,CO03,BUILDING,Rate before long.,04-06-2024,
A02097,0,CO03,BUILDING,Senior produce west.,15-10-2022,
A02098,0,CO01,BUILDING,Window town while above.,19-10-2024,
A02099,0,CO01,MACHINERY,Enough speech.,05-07-2023,
A02100,0,CO03,MACHINERY,Just detail maybe have.,15-08-2022,
A02101,0,CO03,COMPUTER,Really heavy.,30-08-2024,
A02102,0,CO03,MACHINERY,Represent chair figure each again.,27-04-2024,
A02103,0,CO03,MACHINERY,Charge child such report.,20-06-2021,
A02104,0,CO01,MACHINERY,Decide task myself include.,20-08-2024,
A02105,0,CO02,COMPUTER,All either quality total.,24-08-2023,
A02106,0,CO03,BUILDING,Season stuff.,03-09-2024,
A02107,0,CO01,MACHINERY,Loss within grow meet.,07-11-2024,
A02108,0,CO01,COMPUTER,Account cause policy husband.,26-10-2022,
A02109,0,CO02,BUILDING,Realize rate report oil piece.,29-12-2022,
A02110,0,CO03,COMPUTER,Special avoid over organization her.,11-02-2023,
A02111,0,CO03,FURNITURE,Public own kitchen.,20-07-2021,
A02112,0,CO02,BUILDING,Firm hope he.,09-10-2022,
A02113,0,CO02,MACHINERY,Accept answer total professor.,16-07-2024,
A02114,0,CO03,FURNITURE,Window training.,05-08-2024,
A02115,0,CO03,MACHINERY,Stuff animal image treatment there.,24-10-2023,
A02116,0,CO03,BUILDING,Half number.,20-11-2023,
A02117,0,CO01,MACHINERY,Nice early describe.,23-04-2023,
A02118,0,CO01,VEHICLE,Amount participant two about.,21-05-2022,
A02119,0,CO01,BUILDING,Whole important set head effect.,15-09-2022,
A02120,0,CO02,BUILDING,Enough left.,09-01-2024,
A02121,0,CO03,VEHICLE,That consider heart center development.,01-07-2023,
A02122,0,CO03,BUILDING,Concern evidence chance our.,09-03-2024,
A02123,0,CO01,COMPUTER,Him head item.,05-01-2025,
A02124,0,CO03,FURNITURE,Book know property worry.,08-09-2021,
A02125,0,CO01,MACHINERY,Scientist rule strategy.,04-05-2023,
A02126,0,CO03,MACHINERY,Hand identify.,06-02-2023,
A02127,0,CO01,MACHINERY,He as.,04-06-2022,
A02128,0,CO02,VEHICLE,Low without side possible whom.,18-02-2024,
A02129,0,CO01,BUILDING,Upon information.,02-02-2025,
A02130,0,CO02,VEHICLE,Final value sign billion result.,10-10-2022,
A02131,0,CO01,VEHICLE,Box history.,19-11-2021,
A02132,0,CO02,COMPUTER,Box someone very.,15-06-2021,
A02133,0,CO03,MACHINERY,Amount list beyond.,17-02-2025,
A02134,0,CO03,MACHINERY,Most kind.,25-08-2024,
A02135,0,CO01,FURNITURE,Sister window if help.,10-10-2021,
A02136,0,CO03,BUILDING,Floor point teacher notice.,20-10-2023,
A02137,0,CO02,VEHICLE,Point management star.,07-05-2024,
A02138,0,CO01,COMPUTER,Certain baby.,07-12-2023,
A02139,0,CO02,BUILDING,Family yourself partner anyone part.,26-07-2021,
A02140,0,CO03,BUILDING,Protect identify she will bar.,05-05-2024,
A02141,0,CO01,COMPUTER,Generation her hour.,12-09-2021,
A02142,0,CO03,FURNITURE,Oil better impact.,28-05-2023,
A02143,0,CO02,VEHICLE,Single beyond fill.,30-11-2023,
A02144,0,CO01,VEHICLE,Why hard.,03-10-2021,
A02145,0,CO02,FURNITURE,Front carry style answer third.,26-07-2024,
A02146,0,CO02,BUILDING,Common name table figure.,29-04-2023,
A02147,0,CO02,VEHICLE,Whom president day.,24-07-2022,
A02148,0,CO02,COMPUTER,Partner professional rich.,05-08-2023,
A02149,0,CO01,COMPUTER,Sign really.,13-10-2023,
A02150,0,CO02,MACHINERY,There easy.,03-05-2024,
A02151,0,CO03,FURNITURE,Option interest room base.,25-10-2021,
A02152,0,CO03,VEHICLE,Set professional heart.,07-10-2022,
A02153,0,CO02,MACHINERY,Between painting wonder.,24-07-2021,
A02154,0,CO02,BUILDING,Way likely above line.,16-07-2022,
A02155,0,CO03,FURNITURE,Doctor senior think whether some.,03-10-2021,
A02156,0,CO02,FURNITURE,Why information close.,28-03-2022,
A02157,0,CO03,VEHICLE,View fact during available.,26-06-2022,
A02158,0,CO02,VEHICLE,Indicate drug game.,19-11-2023,
A02159,0,CO03,VEHICLE,Learn issue director.,23-08-2024,
A02160,0,CO02,COMPUTER,Will would wrong true specific.,09-05-2023,
A02161,0,CO02,FURNITURE,Parent truth class feel turn.,25-08-2021,
A02162,0,CO03,COMPUTER,White ball would character.,23-10-2021,
A02163,0,CO02,BUILDING,Ahead consider doctor loss.,03-01-2023,
A02164,0,CO03,VEHICLE,That hair road.,17-03-2022,
A02165,0,CO01,VEHICLE,Make him necessary professor.,24-06-2023,
A02166,0,CO02,FURNITURE,Face apply economy.,13-10-2022,
A02167,0,CO01,VEHICLE,Hotel mission.,13-05-2023,
A02168,0,CO01,MACHINERY,Sell court at human.,09-04-2024,
A02169,0,CO02,VEHICLE,Activity stage it people.,17-10-2022,
A02170,0,CO02,FURNITURE,Today travel set movie everybody.,22-09-2022,
A02171,0,CO01,MACHINERY,Easy year compare today.,04-04-2024,
A02172,0,CO03,BUILDING,Property forget score those.,06-07-2024,
A02173,0,CO01,MACHINERY,Wonder wall skill recently couple.,07-07-2021,
A02174,0,CO03,BUILDING,Old capital million.,14-03-2022,
A02175,0,CO01,BUILDING,Hit stock simple.,02-01-2022,
A02176,0,CO03,BUILDING,Former response.,20-03-2023,
A02177,0,CO01,COMPUTER,Commercial maintain painting.,25-04-2021,
A02178,0,CO03,BUILDING,Follow however someone agency if.,09-05-2021,
A02179,0,CO01,BUILDING,View ability.,17-04-2024,
A02180,0,CO01,BUILDING,Current to something company.,11-02-2023,
A02181,0,CO02,VEHICLE,Program certain push.,30-11-2021,
A02182,0,CO01,MACHINERY,Population character also.,01-06-2022,
A02183,0,CO01,MACHINERY,Compare better.,15-11-2024,
A02184,0,CO03,FURNITURE,Budget young often sit.,11-06-2021,
A02185,0,CO02,MACHINERY,Recently spend might pull.,09-01-2023,
A02186,0,CO02,COMPUTER,Back attention.,16-04-2023,
A02187,0,CO02,COMPUTER,Whole fly buy.,17-04-2021,
A02188,0,CO01,VEHICLE,Indicate data draw.,19-01-2025,
A02189,0,CO03,BUILDING,Short let consider author.,27-10-2024,
A02190,0,CO02,FURNITURE,Recently buy position.,06-03-2023,
A02191,0,CO03,VEHICLE,Actually clearly.,18-02-2022,
A02192,0,CO01,MACHINERY,Laugh these.,24-02-2022,
A02193,0,CO02,BUILDING,Step always.,26-02-2023,
A02194,0,CO02,FURNITURE,Whose budget part however.,12-03-2022,
A02195,0,CO03,VEHICLE,Staff start something.,04-02-2023,
A02196,0,CO01,FURNITURE,Safe benefit figure.,02-07-2024,
A02197,0,CO03,FURNITURE,Forget smile section scene election.,11-04-2022,
A02198,0,CO01,MACHINERY,Quality population strategy interest store.,01-06-2022,
A02199,0,CO03,MACHINERY,Officer toward many research.,14-07-2023,
A02200,0,CO02,COMPUTER,Decision compare recognize thus.,27-12-2021,
A02201,0,CO03,FURNITURE,Up reveal there.,16-05-2022,
A02202,0,CO02,FURNITURE,These remain change stand maybe.,05-02-2022,
A02203,0,CO01,BUILDING,Middle state son partner least.,19-09-2023,
A02204,0,CO02,FURNITURE,Record take main well.,13-12-2021,
A02205,0,CO02,COMPUTER,Art certain spend later.,08-04-2023,
A02206,0,CO03,COMPUTER,Seek yes later remember.,02-04-2021,
A02207,0,CO01,FURNITURE,Recently people.,30-04-2023,
A02208,0,CO03,COMPUTER,Deep eight building receive dream.,22-11-2023,
A02209,0,CO03,VEHICLE,Act very.,29-12-2023,
A02210,0,CO03,MACHINERY,Around right effect too.,20-08-2023,
A02211,0,CO02,FURNITURE,Art region will laugh.,13-08-2021,
A02212,0,CO03,MACHINERY,Energy pick staff culture five.,08-01-2023,
A02213,0,CO02,COMPUTER,Article candidate.,31-03-2024,
A02214,0,CO01,MACHINERY,Environment right perform pay.,14-06-2023,
A02215,0,CO03,VEHICLE,Worry thank in lawyer kind.,19-06-2021,
A02216,0,CO02,BUILDING,Small of right hand.,12-04-2023,
A02217,0,CO02,VEHICLE,Ask information player.,13-04-2021,
A02218,0,CO02,BUILDING,Exactly officer.,01-02-2025,
A02219,0,CO03,FURNITURE,Later kind available focus.,27-07-2024,
A02220,0,CO03,VEHICLE,Former movement.,31-07-2021,
A02221,0,CO01,VEHICLE,Whom site boy bank south.,12-11-2021,
A02222,0,CO03,MACHINERY,Candidate born response.,01-04-2021,
A02223,0,CO02,FURNITURE,Allow note.,24-05-2023,
A02224,0,CO03,VEHICLE,Camera traditional land industry.,21-11-2024,
A02225,0,CO03,FURNITURE,Best his.,24-07-2022,
A02226,0,CO02,VEHICLE,Thing long maybe.,31-08-2022,
A02227,0,CO01,COMPUTER,Standard staff couple.,03-06-2024,
A02228,0,CO01,VEHICLE,Recently share upon.,11-02-2025,
A02229,0,CO03,FURNITURE,Foreign few hold.,30-01-2025,
A02230,0,CO02,BUILDING,Fish necessary soon fast.,06-02-2025,
A02231,0,CO02,VEHICLE,Leader action Republican.,11-12-2023,
A02232,0,CO01,COMPUTER,Security interview nothing become night.,21-04-2024,
A02233,0,CO02,VEHICLE,Sign town.,28-06-2023,
A02234,0,CO01,MACHINERY,Rich share base play.,21-11-2022,
A02235,0,CO03,COMPUTER,Likely TV side.,23-09-2024,
A02236,0,CO03,VEHICLE,Ever organization west analysis.,11-08-2022,
A02237,0,CO03,BUILDING,Late result.,25-06-2021,
A02238,0,CO02,MACHINERY,Project despite.,12-05-2022,
A02239,0,CO02,BUILDING,Body heart different exist.,23-10-2022,
A02240,0,CO01,FURNITURE,Before none lose president.,17-10-2023,
A02241,0,CO03,FURNITURE,Activity guy or box billion.,24-04-2022,
A02242,0,CO02,VEHICLE,Direction listen around.,12-03-2023,
A02243,0,CO01,COMPUTER,Day man word hot.,19-05-2021,
A02244,0,CO02,FURNITURE,Window leave popular security.,01-09-2023,
A02245,0,CO03,COMPUTER,Little them up too.,27-08-2022,
A02246,0,CO02,BUILDING,Loss seven purpose up.,13-12-2021,
A02247,0,CO03,COMPUTER,Support picture listen style old.,29-04-2022,
A02248,0,CO02,MACHINERY,Include experience understand.,18-10-2024,
A02249,0,CO02,MACHINERY,Their fund home sign.,06-01-2025,
A02250,0,CO02,FURNITURE,Decade nothing usually interview.,29-11-2023,
