delivery_id,delivery_item,material_id,plant_id,delivery_quantity,delivery_status,delivery_date,sales_order,sales_order_item,fiscal_period
DL202312080000003892,3,MAT-00008,1,3,A,10-12-2023,OR202312080000002204,3,12
DL202312080000005666,1,MAT-00105,3,37,A,09-12-2023,OR202312080000008599,1,12
DL202312080000002470,2,MAT-00972,4,37,A,10-12-2023,OR202312080000008599,2,12
DL202312080000009629,3,MAT-01011,3,37,A,09-12-2023,OR202312080000008599,3,12
DL202312080000004225,4,MAT-01314,2,0,C,09-12-2023,OR202312080000008599,4,12
DL202312080000009546,5,MAT-00256,4,48,A,11-12-2023,OR202312080000008599,5,12
DL202312080000002213,1,MAT-00709,2,29,A,11-12-2023,OR202312080000008640,1,12
DL202312080000002873,2,MAT-00959,2,23,A,11-12-2023,OR202312080000008640,2,12
DL202312080000004755,3,MAT-01416,1,27,A,10-12-2023,OR202312080000008640,3,12
DL202312080000002216,1,MAT-00091,1,18,A,10-12-2023,OR202312080000002340,1,12
DL202312080000002380,2,MAT-00830,5,49,A,09-12-2023,OR202312080000002340,2,12
DL202312080000005696,3,MAT-00147,5,40,A,11-12-2023,OR202312080000002340,3,12
DL202312080000001327,4,MAT-01196,5,37,A,10-12-2023,OR202312080000002340,4,12
DL202312080000002463,5,MAT-00223,2,1,B,10-12-2023,OR202312080000002340,5,12
DL202312080000001322,1,MAT-00467,1,44,A,11-12-2023,OR202312080000005931,1,12
DL202312080000007564,2,MAT-00818,4,14,A,11-12-2023,OR202312080000005931,2,12
DL202312080000006836,3,MAT-00347,3,0,C,09-12-2023,OR202312080000005931,3,12
DL202312080000008045,4,MAT-00236,5,1,A,11-12-2023,OR202312080000005931,4,12
DL202312080000007086,1,MAT-00677,3,34,A,09-12-2023,OR202312080000004943,1,12
DL202312080000001199,2,MAT-00787,4,19,A,11-12-2023,OR202312080000004943,2,12
DL202312080000003589,3,MAT-01468,5,24,A,09-12-2023,OR202312080000004943,3,12
DL202312080000008938,4,MAT-01199,1,0,C,11-12-2023,OR202312080000004943,4,12
DL202312080000001677,1,MAT-01485,5,37,A,10-12-2023,OR202312080000004717,1,12
DL202312080000004997,1,MAT-00300,1,43,A,09-12-2023,OR202312080000002214,1,12
DL202312080000005748,1,MAT-00593,3,0,C,09-12-2023,OR202312080000001514,1,12
DL202312080000005627,2,MAT-00388,1,30,A,11-12-2023,OR202312080000001514,2,12
DL202312080000003814,3,MAT-01262,5,4,B,11-12-2023,OR202312080000001514,3,12
DL202312080000002141,4,MAT-00187,3,43,A,10-12-2023,OR202312080000001514,4,12
DL202312080000007370,5,MAT-01035,1,23,A,10-12-2023,OR202312080000001514,5,12
DL202312080000009840,1,MAT-01414,2,50,A,10-12-2023,OR202312080000007190,1,12
DL202312080000005128,2,MAT-00964,2,2,B,10-12-2023,OR202312080000007190,2,12
DL202312080000008025,3,MAT-00074,5,21,A,10-12-2023,OR202312080000007190,3,12
DL202312080000006637,4,MAT-00253,2,28,A,09-12-2023,OR202312080000007190,4,12
DL202312080000003681,1,MAT-00506,1,29,A,09-12-2023,OR202312080000004641,1,12
DL202312080000002504,2,MAT-01109,4,3,B,11-12-2023,OR202312080000004641,2,12
DL202312080000007066,3,MAT-01009,3,0,B,09-12-2023,OR202312080000004641,3,12
DL202312080000007481,4,MAT-01450,5,39,A,11-12-2023,OR202312080000004641,4,12
DL202312080000006389,1,MAT-00570,5,19,A,09-12-2023,OR202312080000003828,1,12
DL202312080000004542,2,MAT-00248,3,23,A,10-12-2023,OR202312080000003828,2,12
DL202312080000005650,3,MAT-00981,5,30,A,09-12-2023,OR202312080000003828,3,12
DL202312080000009586,4,MAT-00270,1,9,A,11-12-2023,OR202312080000003828,4,12
DL202312080000008476,1,MAT-00376,4,15,A,09-12-2023,OR202312080000008141,1,12
DL202312080000002646,2,MAT-00936,1,0,C,09-12-2023,OR202312080000008141,2,12
DL202312080000002198,3,MAT-00239,5,9,A,10-12-2023,OR202312080000008141,3,12
DL202312080000006931,1,MAT-01316,1,24,B,09-12-2023,OR202312080000008251,1,12
DL202312080000007428,2,MAT-00509,3,2,B,11-12-2023,OR202312080000008251,2,12
DL202312080000002844,3,MAT-00983,5,0,C,11-12-2023,OR202312080000008251,3,12
DL202312080000008518,4,MAT-00594,4,14,A,11-12-2023,OR202312080000008251,4,12
DL202312080000003232,1,MAT-00764,5,13,A,10-12-2023,OR202312080000004127,1,12
DL202312080000008156,1,MAT-01440,2,8,A,10-12-2023,OR202312080000009829,1,12
DL202312080000004524,2,MAT-00667,4,13,A,11-12-2023,OR202312080000009829,2,12
DL202312080000007459,3,MAT-00804,3,0,C,10-12-2023,OR202312080000009829,3,12
DL202312080000002623,4,MAT-00201,1,12,A,11-12-2023,OR202312080000009829,4,12
DL202312080000007185,5,MAT-01374,2,1,A,10-12-2023,OR202312080000009829,5,12
DL202312080000006602,1,MAT-00244,5,0,A,10-12-2023,OR202312080000008813,1,12
DL202312080000002431,2,MAT-01380,3,50,A,10-12-2023,OR202312080000008813,2,12
DL202312080000006719,1,MAT-00898,5,15,A,09-12-2023,OR202312080000007257,1,12
DL202312080000001328,1,MAT-01405,3,42,A,10-12-2023,OR202312080000006226,1,12
DL202312080000006537,2,MAT-00095,3,15,A,10-12-2023,OR202312080000006226,2,12
DL202312080000006178,3,MAT-00141,4,5,A,11-12-2023,OR202312080000006226,3,12
DL202312080000006922,1,MAT-01021,5,39,A,11-12-2023,OR202312080000009210,1,12
DL202312080000007375,2,MAT-01340,3,47,A,10-12-2023,OR202312080000009210,2,12
DL202312080000005918,3,MAT-00082,1,28,A,09-12-2023,OR202312080000009210,3,12
DL202312080000002467,4,MAT-01177,5,30,A,11-12-2023,OR202312080000009210,4,12
DL202312080000001184,5,MAT-01443,1,9,A,09-12-2023,OR202312080000009210,5,12
DL202312080000004999,1,MAT-00233,1,12,A,10-12-2023,OR202312080000009957,1,12
DL202312080000007980,2,MAT-00678,2,7,A,11-12-2023,OR202312080000009957,2,12
DL202312080000006110,3,MAT-00174,3,45,A,11-12-2023,OR202312080000009957,3,12
DL202312080000007926,4,MAT-00140,4,34,A,09-12-2023,OR202312080000009957,4,12
DL202312080000002736,5,MAT-00363,1,13,B,11-12-2023,OR202312080000009957,5,12
DL202312080000004866,1,MAT-01085,5,20,A,09-12-2023,OR202312080000007483,1,12
DL202312080000007725,2,MAT-01328,2,19,A,11-12-2023,OR202312080000007483,2,12
DL202312080000003728,3,MAT-01459,1,15,A,09-12-2023,OR202312080000007483,3,12
DL202312080000009767,4,MAT-00897,1,26,A,10-12-2023,OR202312080000007483,4,12
DL202312080000004684,1,MAT-01326,1,34,A,09-12-2023,OR202312080000001017,1,12
DL202312080000004199,2,MAT-01092,5,15,A,09-12-2023,OR202312080000001017,2,12
DL202312080000002173,1,MAT-01167,3,5,A,11-12-2023,OR202312080000005625,1,12
DL202312110000003352,1,MAT-00568,3,0,C,14-12-2023,OR202312110000007491,1,12
DL202312110000001484,2,MAT-01413,2,7,A,13-12-2023,OR202312110000007491,2,12
DL202312110000002413,3,MAT-00055,1,9,B,13-12-2023,OR202312110000007491,3,12
DL202312110000005083,4,MAT-01469,5,45,A,14-12-2023,OR202312110000007491,4,12
DL202312110000008473,5,MAT-01260,3,41,B,13-12-2023,OR202312110000007491,5,12
DL202312110000003138,1,MAT-00884,5,30,A,12-12-2023,OR202312110000007536,1,12
DL202312110000002685,1,MAT-00041,4,19,A,13-12-2023,OR202312110000007449,1,12
DL202312110000008638,2,MAT-00281,2,38,A,13-12-2023,OR202312110000007449,2,12
DL202312110000009340,3,MAT-01443,1,15,A,14-12-2023,OR202312110000007449,3,12
DL202312110000008127,4,MAT-00508,5,26,A,13-12-2023,OR202312110000007449,4,12
DL202312110000008037,5,MAT-01132,5,50,A,12-12-2023,OR202312110000007449,5,12
DL202312110000008695,1,MAT-00163,3,8,A,12-12-2023,OR202312110000004610,1,12
DL202312110000008414,2,MAT-00035,4,31,A,13-12-2023,OR202312110000004610,2,12
DL202312110000003639,3,MAT-00860,3,8,A,14-12-2023,OR202312110000004610,3,12
DL202312110000006285,4,MAT-00243,1,20,A,14-12-2023,OR202312110000004610,4,12
DL202312110000007925,1,MAT-00150,3,11,B,13-12-2023,OR202312110000004066,1,12
DL202312110000004045,2,MAT-00672,1,48,A,14-12-2023,OR202312110000004066,2,12
DL202312110000004736,3,MAT-00644,1,22,A,12-12-2023,OR202312110000004066,3,12
DL202312110000005397,1,MAT-01115,5,17,A,14-12-2023,OR202312110000008511,1,12
DL202312110000007300,1,MAT-00106,3,44,A,14-12-2023,OR202312110000002976,1,12
DL202312110000002488,1,MAT-00197,1,24,A,12-12-2023,OR202312110000001059,1,12
DL202312110000001679,1,MAT-00957,3,12,A,12-12-2023,OR202312110000008480,1,12
DL202312110000003082,2,MAT-00823,1,26,A,14-12-2023,OR202312110000008480,2,12
DL202312110000003432,3,MAT-00643,1,21,A,14-12-2023,OR202312110000008480,3,12
DL202312110000004511,4,MAT-01286,2,1,A,14-12-2023,OR202312110000008480,4,12
DL202312110000001922,5,MAT-00286,2,17,A,13-12-2023,OR202312110000008480,5,12
DL202312110000001936,1,MAT-00287,5,24,A,14-12-2023,OR202312110000009746,1,12
DL202312110000007384,2,MAT-00555,4,31,B,14-12-2023,OR202312110000009746,2,12
DL202312110000006902,1,MAT-00528,4,23,A,13-12-2023,OR202312110000009210,1,12
DL202312110000009311,2,MAT-00472,5,30,A,13-12-2023,OR202312110000009210,2,12
DL202312110000008265,3,MAT-01156,1,12,A,13-12-2023,OR202312110000009210,3,12
DL202312110000006315,4,MAT-00238,3,25,A,14-12-2023,OR202312110000009210,4,12
DL202312110000003573,5,MAT-01349,5,41,A,13-12-2023,OR202312110000009210,5,12
DL202312110000001768,1,MAT-00312,3,47,A,14-12-2023,OR202312110000005103,1,12
DL202312110000005085,2,MAT-00762,5,10,A,13-12-2023,OR202312110000005103,2,12
DL202312110000005978,1,MAT-01272,2,6,B,13-12-2023,OR202312110000004441,1,12
DL202312110000003756,2,MAT-00300,2,47,A,12-12-2023,OR202312110000004441,2,12
DL202312110000006007,1,MAT-00587,2,7,B,14-12-2023,OR202312110000004402,1,12
DL202312110000004032,2,MAT-00541,5,46,A,14-12-2023,OR202312110000004402,2,12
DL202312110000005060,1,MAT-01298,5,10,A,14-12-2023,OR202312110000004787,1,12
DL202312110000008100,2,MAT-00257,4,44,B,14-12-2023,OR202312110000004787,2,12
DL202312110000007670,3,MAT-00827,3,21,B,13-12-2023,OR202312110000004787,3,12
DL202312110000006678,1,MAT-00788,1,24,A,14-12-2023,OR202312110000003571,1,12
DL202312110000001853,2,MAT-01307,5,15,A,13-12-2023,OR202312110000003571,2,12
DL202312110000007086,1,MAT-00700,1,16,A,14-12-2023,OR202312110000004819,1,12
DL202312110000009840,2,MAT-00519,4,0,C,14-12-2023,OR202312110000004819,2,12
DL202312110000004540,3,MAT-00076,1,38,A,13-12-2023,OR202312110000004819,3,12
DL202312110000008038,1,MAT-00726,5,21,A,13-12-2023,OR202312110000007065,1,12
DL202312110000007897,2,MAT-00530,1,17,A,12-12-2023,OR202312110000007065,2,12
DL202312110000004334,1,MAT-00509,3,32,A,14-12-2023,OR202312110000001673,1,12
DL202312110000006381,2,MAT-00599,1,0,C,12-12-2023,OR202312110000001673,2,12
DL202312110000008587,3,MAT-00761,5,32,A,13-12-2023,OR202312110000001673,3,12
DL202312110000002298,4,MAT-00664,3,49,A,12-12-2023,OR202312110000001673,4,12
DL202312110000006143,1,MAT-01107,2,5,A,12-12-2023,OR202312110000001309,1,12
DL202312110000003910,1,MAT-01179,5,31,A,13-12-2023,OR202312110000005159,1,12
DL202312110000002881,1,MAT-00893,1,47,A,13-12-2023,OR202312110000002894,1,12
DL202312110000005134,2,MAT-00899,2,4,B,12-12-2023,OR202312110000002894,2,12
DL202312110000005994,1,MAT-01294,5,13,A,12-12-2023,OR202312110000007330,1,12
DL202312110000002896,1,MAT-01310,1,24,A,13-12-2023,OR202312110000008905,1,12
DL202312110000008398,2,MAT-01415,1,27,A,14-12-2023,OR202312110000008905,2,12
DL202312110000004875,3,MAT-01134,4,14,B,13-12-2023,OR202312110000008905,3,12
DL202312110000007071,1,MAT-00852,1,16,A,14-12-2023,OR202312110000005905,1,12
DL202312110000003613,2,MAT-00316,3,2,A,13-12-2023,OR202312110000005905,2,12
DL202312110000008488,3,MAT-01006,4,36,A,13-12-2023,OR202312110000005905,3,12
DL202312110000006216,4,MAT-00430,1,9,A,12-12-2023,OR202312110000005905,4,12
DL202312110000002989,1,MAT-01246,3,34,A,14-12-2023,OR202312110000001896,1,12
DL202312110000009372,2,MAT-01354,1,35,A,14-12-2023,OR202312110000001896,2,12
DL202312110000004769,1,MAT-01468,2,29,A,12-12-2023,OR202312110000006478,1,12
DL202312110000006800,2,MAT-01105,5,22,A,12-12-2023,OR202312110000006478,2,12
DL202312110000009842,1,MAT-00096,3,32,B,14-12-2023,OR202312110000003255,1,12
DL202312110000001391,2,MAT-00594,3,6,A,12-12-2023,OR202312110000003255,2,12
DL202312110000002664,1,MAT-00555,2,21,A,12-12-2023,OR202312110000008388,1,12
DL202312110000006918,2,MAT-00144,1,1,A,13-12-2023,OR202312110000008388,2,12
DL202312110000003793,3,MAT-01254,4,2,B,12-12-2023,OR202312110000008388,3,12
DL202312110000007994,4,MAT-00018,3,42,A,14-12-2023,OR202312110000008388,4,12
DL202312110000006955,5,MAT-01215,1,34,A,14-12-2023,OR202312110000008388,5,12
DL202312110000009650,1,MAT-00894,1,22,B,14-12-2023,OR202312110000002052,1,12
DL202312110000005281,1,MAT-00671,3,27,A,12-12-2023,OR202312110000002118,1,12
DL202312110000007972,2,MAT-00280,1,25,A,13-12-2023,OR202312110000002118,2,12
DL202312110000003257,3,MAT-01242,1,42,A,13-12-2023,OR202312110000002118,3,12
DL202312110000006838,1,MAT-00604,5,45,A,12-12-2023,OR202312110000008349,1,12
DL202312120000002313,1,MAT-00815,2,28,A,15-12-2023,OR202312120000004425,1,12
DL202312120000002665,2,MAT-00078,4,2,A,14-12-2023,OR202312120000004425,2,12
DL202312120000005677,3,MAT-00551,2,32,B,14-12-2023,OR202312120000004425,3,12
DL202312120000005722,4,MAT-00019,2,26,A,13-12-2023,OR202312120000004425,4,12
DL202312120000005627,1,MAT-00672,5,2,A,14-12-2023,OR202312120000006036,1,12
DL202312120000002839,1,MAT-00531,2,23,B,15-12-2023,OR202312120000002106,1,12
DL202312120000002080,2,MAT-01420,1,1,B,15-12-2023,OR202312120000002106,2,12
DL202312120000002645,3,MAT-01434,1,37,A,14-12-2023,OR202312120000002106,3,12
DL202312120000003999,4,MAT-01315,3,22,A,13-12-2023,OR202312120000002106,4,12
DL202312120000004009,1,MAT-01497,3,27,A,14-12-2023,OR202312120000009087,1,12
DL202312120000003884,2,MAT-00015,1,14,A,15-12-2023,OR202312120000009087,2,12
DL202312120000009727,3,MAT-00543,1,7,B,14-12-2023,OR202312120000009087,3,12
DL202312120000003846,4,MAT-00888,1,0,C,15-12-2023,OR202312120000009087,4,12
DL202312120000002875,1,MAT-01071,2,0,C,13-12-2023,OR202312120000009994,1,12
DL202312120000003406,1,MAT-01057,2,27,A,13-12-2023,OR202312120000009563,1,12
DL202312120000003429,2,MAT-00029,1,17,B,13-12-2023,OR202312120000009563,2,12
DL202312120000004768,3,MAT-00047,1,12,B,14-12-2023,OR202312120000009563,3,12
DL202312120000003630,4,MAT-00274,2,12,A,15-12-2023,OR202312120000009563,4,12
DL202312120000002398,1,MAT-01172,3,26,A,13-12-2023,OR202312120000002651,1,12
DL202312120000005170,2,MAT-00382,2,16,A,13-12-2023,OR202312120000002651,2,12
DL202312120000002831,3,MAT-00500,4,11,A,15-12-2023,OR202312120000002651,3,12
DL202312120000004010,4,MAT-00728,3,37,A,15-12-2023,OR202312120000002651,4,12
DL202312120000007019,5,MAT-01375,4,44,A,13-12-2023,OR202312120000002651,5,12
DL202312120000008198,1,MAT-01235,5,42,B,14-12-2023,OR202312120000001315,1,12
DL202312120000005470,2,MAT-01104,2,22,A,14-12-2023,OR202312120000001315,2,12
DL202312120000001638,3,MAT-00161,3,5,A,13-12-2023,OR202312120000001315,3,12
DL202312120000001538,1,MAT-00007,5,2,B,15-12-2023,OR202312120000006478,1,12
DL202312120000008453,2,MAT-00533,5,1,A,15-12-2023,OR202312120000006478,2,12
DL202312120000008800,3,MAT-00487,2,33,A,15-12-2023,OR202312120000006478,3,12
DL202312120000001034,4,MAT-01171,1,24,A,15-12-2023,OR202312120000006478,4,12
DL202312120000002553,1,MAT-00019,1,45,A,13-12-2023,OR202312120000008765,1,12
DL202312120000002532,2,MAT-00947,1,9,B,13-12-2023,OR202312120000008765,2,12
DL202312120000007845,3,MAT-01177,2,14,A,13-12-2023,OR202312120000008765,3,12
DL202312120000003051,4,MAT-00756,4,36,A,14-12-2023,OR202312120000008765,4,12
DL202312120000009494,1,MAT-01305,4,31,A,15-12-2023,OR202312120000002170,1,12
DL202312120000005983,1,MAT-01474,1,38,A,13-12-2023,OR202312120000002989,1,12
DL202312120000004437,2,MAT-00438,1,0,B,14-12-2023,OR202312120000002989,2,12
DL202312120000005985,1,MAT-00863,5,48,A,15-12-2023,OR202312120000007643,1,12
DL202312120000009784,2,MAT-00906,1,27,A,15-12-2023,OR202312120000007643,2,12
DL202312120000002739,1,MAT-00246,5,15,B,15-12-2023,OR202312120000003354,1,12
DL202312120000004505,2,MAT-00281,2,0,C,14-12-2023,OR202312120000003354,2,12
DL202312120000004988,3,MAT-00765,2,11,A,13-12-2023,OR202312120000003354,3,12
DL202312120000007057,1,MAT-00120,3,40,A,13-12-2023,OR202312120000002948,1,12
DL202312120000001045,2,MAT-01472,2,9,A,13-12-2023,OR202312120000002948,2,12
DL202312120000007112,3,MAT-00238,1,0,A,13-12-2023,OR202312120000002948,3,12
DL202312120000004232,4,MAT-00065,4,4,A,14-12-2023,OR202312120000002948,4,12
DL202312120000006506,1,MAT-01426,1,1,B,14-12-2023,OR202312120000004127,1,12
DL202312120000002802,2,MAT-00647,4,13,A,13-12-2023,OR202312120000004127,2,12
DL202312120000003203,3,MAT-01371,1,31,A,13-12-2023,OR202312120000004127,3,12
DL202312120000009771,4,MAT-01466,3,44,A,13-12-2023,OR202312120000004127,4,12
DL202312120000006827,1,MAT-01292,5,40,A,13-12-2023,OR202312120000009862,1,12
DL202312120000006368,2,MAT-00008,3,29,B,15-12-2023,OR202312120000009862,2,12
DL202312120000004426,3,MAT-00724,3,30,A,14-12-2023,OR202312120000009862,3,12
DL202312120000005815,4,MAT-00101,1,9,A,15-12-2023,OR202312120000009862,4,12
DL202312120000006975,5,MAT-01015,4,31,A,13-12-2023,OR202312120000009862,5,12
DL202312120000003589,1,MAT-00848,1,22,A,13-12-2023,OR202312120000007641,1,12
DL202312120000007475,2,MAT-01027,3,23,A,13-12-2023,OR202312120000007641,2,12
DL202312120000007764,3,MAT-00880,4,8,A,13-12-2023,OR202312120000007641,3,12
DL202312120000001942,1,MAT-01369,1,14,A,14-12-2023,OR202312120000002286,1,12
DL202312120000003233,2,MAT-01280,2,16,A,14-12-2023,OR202312120000002286,2,12
DL202312120000004925,3,MAT-00463,2,4,A,13-12-2023,OR202312120000002286,3,12
DL202312120000007427,4,MAT-01138,1,46,A,13-12-2023,OR202312120000002286,4,12
DL202312120000007448,1,MAT-00508,4,36,A,15-12-2023,OR202312120000004557,1,12
DL202312120000007762,2,MAT-00102,3,47,A,15-12-2023,OR202312120000004557,2,12
DL202312120000009219,3,MAT-01345,3,4,A,15-12-2023,OR202312120000004557,3,12
DL202312120000002229,4,MAT-01238,2,2,A,14-12-2023,OR202312120000004557,4,12
DL202312120000008065,1,MAT-01452,5,35,A,15-12-2023,OR202312120000002191,1,12
DL202312120000001766,2,MAT-00356,4,16,A,13-12-2023,OR202312120000002191,2,12
DL202312120000002343,1,MAT-00206,2,46,A,14-12-2023,OR202312120000007584,1,12
DL202312120000005895,2,MAT-01060,5,17,B,14-12-2023,OR202312120000007584,2,12
DL202312120000003505,3,MAT-00137,5,45,A,13-12-2023,OR202312120000007584,3,12
DL202312120000009173,4,MAT-00445,5,33,A,14-12-2023,OR202312120000007584,4,12
DL202312120000001409,1,MAT-00894,5,9,A,14-12-2023,OR202312120000006830,1,12
DL202312120000006214,2,MAT-00165,1,19,A,14-12-2023,OR202312120000006830,2,12
DL202312120000002397,3,MAT-00419,5,37,A,13-12-2023,OR202312120000006830,3,12
DL202312120000006351,1,MAT-00742,4,44,A,13-12-2023,OR202312120000009065,1,12
DL202312120000008638,1,MAT-00573,1,27,A,15-12-2023,OR202312120000002525,1,12
DL202312120000007696,2,MAT-00827,1,19,A,15-12-2023,OR202312120000002525,2,12
DL202312120000001567,3,MAT-01323,4,37,A,13-12-2023,OR202312120000002525,3,12
DL202312120000001920,1,MAT-01123,4,2,A,15-12-2023,OR202312120000006421,1,12
DL202312120000001081,2,MAT-01168,5,34,B,14-12-2023,OR202312120000006421,2,12
DL202312130000004035,1,MAT-00537,1,24,A,15-12-2023,OR202312130000008330,1,12
DL202312130000001034,2,MAT-01208,2,25,A,14-12-2023,OR202312130000008330,2,12
DL202312130000003416,1,MAT-01261,4,15,A,14-12-2023,OR202312130000009577,1,12
DL202312130000002397,2,MAT-00508,4,17,B,16-12-2023,OR202312130000009577,2,12
DL202312130000003134,3,MAT-00012,2,13,B,16-12-2023,OR202312130000009577,3,12
DL202312130000009860,4,MAT-01241,3,32,A,16-12-2023,OR202312130000009577,4,12
DL202312130000009396,1,MAT-01343,5,38,A,16-12-2023,OR202312130000006780,1,12
DL202312130000003916,2,MAT-00031,1,3,A,14-12-2023,OR202312130000006780,2,12
DL202312130000002337,3,MAT-01437,5,43,A,16-12-2023,OR202312130000006780,3,12
DL202312130000005854,4,MAT-00157,1,23,A,14-12-2023,OR202312130000006780,4,12
DL202312130000003461,5,MAT-00576,3,39,A,14-12-2023,OR202312130000006780,5,12
DL202312130000006630,1,MAT-00096,2,31,A,16-12-2023,OR202312130000006698,1,12
DL202312130000005250,2,MAT-00551,2,9,A,16-12-2023,OR202312130000006698,2,12
DL202312130000008295,3,MAT-00960,1,7,B,15-12-2023,OR202312130000006698,3,12
DL202312130000006458,4,MAT-00323,5,1,A,15-12-2023,OR202312130000006698,4,12
DL202312130000002779,5,MAT-00277,4,8,A,15-12-2023,OR202312130000006698,5,12
DL202312130000007495,1,MAT-00941,1,34,A,15-12-2023,OR202312130000005638,1,12
DL202312130000008148,2,MAT-00951,4,0,A,14-12-2023,OR202312130000005638,2,12
DL202312130000002275,1,MAT-00378,4,4,A,15-12-2023,OR202312130000002412,1,12
DL202312130000007480,2,MAT-01484,1,39,A,15-12-2023,OR202312130000002412,2,12
DL202312130000002913,3,MAT-00041,2,30,A,15-12-2023,OR202312130000002412,3,12
DL202312130000009153,4,MAT-00159,5,29,A,14-12-2023,OR202312130000002412,4,12
DL202312130000005515,1,MAT-00510,3,10,A,15-12-2023,OR202312130000003116,1,12
DL202312130000006499,1,MAT-01021,5,50,A,15-12-2023,OR202312130000008145,1,12
