sales_order,sales_order_item,material_id,order_quantity,plant_id,net_value,currency
OR202404170000008685,1,MAT-00348,44,4,19731.888,USD
OR202404170000001230,1,MAT-00926,47,3,5554.272,USD
OR202404170000006587,1,MAT-00757,34,2,1078.752,USD
OR202404170000006587,2,MAT-00166,8,2,1861.536,USD
OR202404170000006587,3,MAT-00223,50,2,28183.2,USD
OR202404170000006587,4,MAT-00449,4,5,382.176,USD
OR202404170000006587,5,MAT-00925,37,5,21515.796,USD
OR202404170000003095,1,MAT-00874,49,2,12435.612,USD
OR202404170000003095,2,MAT-00779,48,4,24808.32,USD
OR202404170000003095,3,MAT-00373,12,2,6007.824,USD
OR202404170000003095,4,MAT-00906,32,5,16494.72,USD
OR202404170000006248,1,MAT-00349,48,3,13974.912,USD
OR202404170000006248,2,MAT-00912,48,3,26586.432,USD
OR202404180000007451,1,MAT-01082,20,1,9332.88,USD
OR202404180000007123,1,MAT-00431,13,1,3115.008,USD
OR202404180000005554,1,MAT-00919,44,3,7479.12,USD
OR202404180000005119,1,MAT-00829,7,3,2008.188,USD
OR202404180000005119,2,MAT-00305,50,1,27385.2,USD
OR202404180000005119,3,MAT-00678,27,1,14090.436,USD
OR202404180000005119,4,MAT-00439,46,2,26173.08,USD
OR202404180000004569,1,MAT-00542,12,3,5436.288,USD
OR202404180000004569,2,MAT-01465,18,5,9966.24,USD
OR202404180000004569,3,MAT-00847,26,2,12517.44,USD
OR202404180000004569,4,MAT-01183,50,4,15046.8,USD
OR202404180000004569,5,MAT-00725,20,1,3985.68,USD
OR202404180000003068,1,MAT-01238,27,1,1499.796,USD
OR202404180000003068,2,MAT-00699,33,2,14797.728,USD
OR202404180000002101,1,MAT-01481,17,4,9206.928,USD
OR202404180000005757,1,MAT-00842,5,2,1453.68,USD
OR202404180000005757,2,MAT-01437,1,3,382.26,USD
OR202404180000005757,3,MAT-00390,36,2,15850.08,USD
OR202404180000005757,4,MAT-00676,32,3,9611.52,USD
OR202404180000005757,5,MAT-01223,31,2,13354.056,USD
OR202404180000004688,1,MAT-00816,6,3,801.072,USD
OR202404180000004688,2,MAT-00183,23,1,1894.74,USD
OR202404180000004688,3,MAT-00193,22,1,5534.76,USD
OR202404180000006051,1,MAT-01305,35,5,6553.68,USD
OR202404180000006051,2,MAT-01236,39,3,2618.46,USD
OR202404180000004253,1,MAT-00659,8,4,2175.168,USD
OR202404180000007185,1,MAT-00026,15,2,5650.38,USD
OR202404180000007185,2,MAT-00105,5,1,2791.38,USD
OR202404180000007185,3,MAT-00181,33,3,16314.012,USD
OR202404180000007185,4,MAT-00163,1,2,463.572,USD
OR202404180000002462,1,MAT-01291,38,3,21113.712,USD
OR202404180000002462,2,MAT-00114,34,2,15731.664,USD
OR202404180000007301,1,MAT-00467,49,5,29200.08,USD
OR202404180000003436,1,MAT-00575,37,3,11068.032,USD
OR202404180000002870,1,MAT-00383,46,4,23376.096,USD
OR202404180000002870,2,MAT-01116,3,1,1177.128,USD
OR202404180000002870,3,MAT-00251,20,5,9666.96,USD
OR202404180000009052,1,MAT-00008,46,2,26550.648,USD
OR202404180000009052,2,MAT-00155,25,3,1090.8,USD
OR202404180000001246,1,MAT-00335,9,4,1795.824,USD
OR202404180000002104,1,MAT-00921,15,4,7750.62,USD
OR202404180000002104,2,MAT-01368,1,1,68.352,USD
OR202404180000002104,3,MAT-00929,49,5,23764.02,USD
OR202404180000005850,1,MAT-00286,36,4,905.904,USD
OR202404180000005850,2,MAT-00223,12,5,2720.016,USD
OR202404180000005850,3,MAT-00756,6,2,2024.568,USD
OR202404180000005850,4,MAT-01364,23,1,10274.928,USD
OR202404180000005850,5,MAT-00410,43,1,5159.484,USD
OR202404180000009662,1,MAT-00662,14,4,3730.944,USD
OR202404180000009662,2,MAT-01309,29,1,15052.392,USD
OR202404180000008720,1,MAT-00688,49,4,14782.908,USD
OR202404180000001546,1,MAT-00900,38,5,7813.104,USD
OR202404180000001546,2,MAT-01424,11,1,5680.356,USD
OR202404180000001546,3,MAT-01297,19,2,4397.208,USD
OR202404180000001546,4,MAT-00375,43,3,20340.204,USD
OR202404180000005095,1,MAT-00719,17,1,5745.66,USD
OR202404180000005095,2,MAT-01086,48,1,4807.296,USD
OR202404180000005095,3,MAT-00239,1,4,213.876,USD
OR202404180000005095,4,MAT-00877,9,3,331.56,USD
OR202404180000005095,5,MAT-01002,35,3,7812,USD
OR202404180000006708,1,MAT-01280,35,5,11732.28,USD
OR202404180000006708,2,MAT-01173,30,5,4041.36,USD
OR202404180000009419,1,MAT-01288,15,2,8461.8,USD
OR202404180000009419,2,MAT-00090,42,5,555.408,USD
OR202404180000009419,3,MAT-00755,37,1,8606.496,USD
OR202404180000009419,4,MAT-00350,8,2,292.128,USD
OR202404180000009419,5,MAT-00182,49,2,27219.696,USD
OR202404180000009958,1,MAT-01278,49,4,20116.656,USD
OR202404180000009958,2,MAT-00329,5,5,2057.82,USD
OR202404180000005952,1,MAT-00266,46,4,21512.544,USD
OR202404180000005952,2,MAT-00923,6,3,1417.536,USD
OR202404180000005952,3,MAT-01283,21,3,2592.828,USD
OR202404190000007881,1,MAT-01263,29,5,2054.244,USD
OR202404190000007881,2,MAT-00291,3,1,104.328,USD
OR202404190000007881,3,MAT-00687,13,3,4629.3,USD
OR202404190000007881,4,MAT-01194,20,5,5490.96,USD
OR202404190000007881,5,MAT-01056,48,3,19612.224,USD
OR202404190000008033,1,MAT-01003,36,5,12844.224,USD
OR202404190000008033,2,MAT-00707,36,5,20358.864,USD
OR202404190000006565,1,MAT-00915,8,4,3477.984,USD
OR202404190000006565,2,MAT-00640,26,4,6246.864,USD
OR202404190000006565,3,MAT-01201,7,1,1553.664,USD
OR202404190000008824,1,MAT-01212,3,1,1104.48,USD
OR202404190000008824,2,MAT-00169,20,5,9222.96,USD
OR202404190000008824,3,MAT-01442,20,3,5287.44,USD
OR202404190000008824,4,MAT-00768,20,5,595.2,USD
OR202404190000008824,5,MAT-01327,45,5,1824.66,USD
OR202404190000001204,1,MAT-01213,6,4,1166.04,USD
OR202404190000001204,2,MAT-00748,34,1,9232.224,USD
OR202404190000001204,3,MAT-00499,2,4,617.208,USD
OR202404190000005304,1,MAT-00391,27,2,8987.112,USD
OR202404190000005733,1,MAT-00634,10,3,871.8,USD
OR202404190000005733,2,MAT-01457,2,1,227.352,USD
OR202404190000006609,1,MAT-01380,18,1,6522.768,USD
OR202404190000006609,2,MAT-00674,25,5,10811.4,USD
OR202404190000006609,3,MAT-00569,14,4,727.608,USD
OR202404190000006609,4,MAT-00100,10,5,991.2,USD
OR202404190000006609,5,MAT-01043,43,1,2176.488,USD
OR202404190000004701,1,MAT-01118,26,3,3578.016,USD
OR202404190000004701,2,MAT-00139,42,5,23333.688,USD
OR202404190000004701,3,MAT-00159,16,5,449.088,USD
OR202404190000004701,4,MAT-00315,27,5,2022.732,USD
OR202404190000004701,5,MAT-01326,30,2,17733.96,USD
OR202404190000006271,1,MAT-01394,34,5,7956.816,USD
OR202404190000006271,2,MAT-00531,8,4,931.68,USD
OR202404190000006271,3,MAT-00875,17,4,7902.552,USD
OR202404190000003884,1,MAT-00402,22,4,8310.72,USD
OR202404190000007371,1,MAT-00412,20,5,1279.44,USD
OR202404190000007371,2,MAT-00897,4,1,134.208,USD
OR202404190000005294,1,MAT-01373,11,3,4218.456,USD
OR202404190000005294,2,MAT-00708,27,1,3471.984,USD
OR202404190000005294,3,MAT-00458,8,3,4122.336,USD
OR202404190000005294,4,MAT-00080,42,1,23100.84,USD
OR202404190000009813,1,MAT-01004,3,3,302.76,USD
OR202404190000009813,2,MAT-00897,24,2,6704.352,USD
OR202404190000009813,3,MAT-00835,40,1,11008.8,USD
OR202404190000005220,1,MAT-00069,49,3,19031.796,USD
OR202404190000005220,2,MAT-00054,41,1,6048.648,USD
OR202404190000005220,3,MAT-00463,24,1,1696.032,USD
OR202404190000005220,4,MAT-00517,18,5,9797.76,USD
OR202404190000009562,1,MAT-01128,11,1,5572.248,USD
OR202404190000009562,2,MAT-01083,30,2,6550.2,USD
OR202404190000009562,3,MAT-01168,23,3,13666.416,USD
OR202404190000009562,4,MAT-01003,38,3,8387.208,USD
OR202404190000001628,1,MAT-00772,43,5,3339.036,USD
OR202404190000001628,2,MAT-00742,21,5,5079.06,USD
OR202404190000001628,3,MAT-01496,15,4,218.52,USD
OR202404190000009776,1,MAT-00328,11,4,6149.22,USD
OR202404190000009776,2,MAT-00069,25,5,308.4,USD
OR202404190000009776,3,MAT-00942,31,3,12436.704,USD
OR202404190000009776,4,MAT-00341,49,2,29158.92,USD
OR202404190000007100,1,MAT-00469,49,4,9671.424,USD
OR202404190000007100,2,MAT-01489,38,1,20659.08,USD
OR202404190000007100,3,MAT-00790,40,2,4379.04,USD
OR202404190000007100,4,MAT-00084,3,1,1509.588,USD
OR202404190000007499,1,MAT-01072,22,2,9285.672,USD
OR202404190000007499,2,MAT-01077,17,4,9443.568,USD
OR202404190000007499,3,MAT-01044,5,5,1989.06,USD
OR202404190000007499,4,MAT-00132,27,2,11710.98,USD
OR202404190000008236,1,MAT-00790,42,4,10801.224,USD
OR202404190000006196,1,MAT-00529,42,3,7816.032,USD
OR202404190000006072,1,MAT-00392,19,3,3779.784,USD
OR202404190000006072,2,MAT-00432,38,2,19256.88,USD
OR202404190000009363,1,MAT-00755,24,3,12369.888,USD
OR202404190000009363,2,MAT-01182,15,4,4417.38,USD
OR202404190000009363,3,MAT-00378,43,4,4094.46,USD
OR202404190000009363,4,MAT-00355,41,4,18219.744,USD
OR202404190000004380,1,MAT-00067,34,1,15619.056,USD
OR202404190000004380,2,MAT-01426,48,4,4112.064,USD
OR202404190000004380,3,MAT-00144,18,2,10545.12,USD
OR202404220000004220,1,MAT-00943,35,3,8315.58,USD
OR202404220000004220,2,MAT-00650,1,1,207.228,USD
OR202404220000004220,3,MAT-01481,4,2,1584.96,USD
OR202404220000004220,4,MAT-00992,49,3,10939.74,USD
OR202404220000004220,5,MAT-00816,11,3,1468.632,USD
OR202404220000001758,1,MAT-00878,1,3,387.828,USD
OR202404220000002221,1,MAT-01220,15,1,8247.96,USD
OR202404220000005990,1,MAT-01222,22,4,768.504,USD
OR202404220000005990,2,MAT-00999,49,5,5811.204,USD
OR202404220000005990,3,MAT-00905,2,2,86.832,USD
OR202404220000005990,4,MAT-00503,10,3,4539.48,USD
OR202404220000006824,1,MAT-01475,9,2,2828.196,USD
OR202404220000002561,1,MAT-00972,28,1,3921.792,USD
OR202404220000002561,2,MAT-00117,28,2,3614.352,USD
OR202404220000002561,3,MAT-00454,32,1,14744.064,USD
OR202404220000004276,1,MAT-01193,13,2,4725.24,USD
OR202404220000004276,2,MAT-00385,36,4,20689.344,USD
OR202404220000004276,3,MAT-00864,26,1,10141.56,USD
OR202404220000004276,4,MAT-00238,33,3,4016.628,USD
OR202404220000004276,5,MAT-00289,27,2,1353.996,USD
OR202404220000006915,1,MAT-00350,29,2,1058.964,USD
OR202404220000006915,2,MAT-00359,20,5,6902.88,USD
OR202404220000006915,3,MAT-00005,34,2,11740.2,USD
OR202404220000006915,4,MAT-01426,21,3,10436.076,USD
OR202404220000002135,1,MAT-01293,4,3,2285.28,USD
OR202404220000005849,1,MAT-01295,49,3,6553.848,USD
OR202404220000005849,2,MAT-00675,10,4,5858.52,USD
OR202404220000005849,3,MAT-01261,32,4,8926.08,USD
OR202404220000005849,4,MAT-00718,28,3,5745.264,USD
OR202404220000009898,1,MAT-00027,33,5,5079.888,USD
OR202404220000009898,2,MAT-01316,26,3,2791.776,USD
OR202404220000009278,1,MAT-00664,17,2,2158.932,USD
OR202404220000009278,2,MAT-01085,24,3,3574.944,USD
OR202404220000009278,3,MAT-01136,14,2,6436.08,USD
OR202404220000009278,4,MAT-00650,16,4,9360.576,USD
OR202404220000009278,5,MAT-00781,45,2,7965,USD
OR202404220000006931,1,MAT-01355,36,2,14800.32,USD
OR202404220000006262,1,MAT-00697,14,1,7049.112,USD
OR202404220000006262,2,MAT-00105,23,2,8508.804,USD
OR202404220000006262,3,MAT-00580,20,4,3890.16,USD
OR202404220000005417,1,MAT-00102,17,4,3527.772,USD
OR202404220000005417,2,MAT-00698,41,4,1104.54,USD
OR202404220000009114,1,MAT-01393,2,4,538.704,USD
OR202404220000009114,2,MAT-01493,35,1,8880.06,USD
OR202404220000004684,1,MAT-01175,28,3,2534.784,USD
OR202404220000004684,2,MAT-00230,10,5,2416.08,USD
OR202404220000004684,3,MAT-00653,16,3,2680.32,USD
OR202404220000004684,4,MAT-01494,29,1,2243.556,USD
OR202404220000004684,5,MAT-00330,18,2,4040.064,USD
OR202404220000006387,1,MAT-00307,6,2,2891.52,USD
OR202404220000006387,2,MAT-00262,36,4,20683.296,USD
OR202404220000004981,1,MAT-00337,30,5,12271.68,USD
OR202404220000004981,2,MAT-01275,17,4,4852.344,USD
OR202404220000004981,3,MAT-01418,20,4,3392.16,USD
OR202404230000002736,1,MAT-00519,3,4,1341.432,USD
OR202404230000002736,2,MAT-01208,46,3,2385.744,USD
OR202404230000002736,3,MAT-00897,1,4,338.244,USD
OR202404230000002736,4,MAT-00273,23,5,12427.728,USD
OR202404230000002736,5,MAT-00215,27,4,13424.292,USD
OR202404230000003019,1,MAT-00555,38,1,6382.176,USD
OR202404230000003019,2,MAT-00299,19,4,10746.096,USD
OR202404230000007239,1,MAT-00784,18,2,8856.432,USD
OR202404230000007239,2,MAT-00098,13,4,6676.8,USD
OR202404230000007239,3,MAT-00050,27,2,13233.132,USD
OR202404230000007239,4,MAT-00224,44,5,18088.752,USD
OR202404230000007239,5,MAT-01015,48,5,26199.36,USD
OR202404230000007973,1,MAT-00367,25,5,14898.9,USD
OR202404230000007973,2,MAT-00730,2,5,603.336,USD
OR202404230000002857,1,MAT-01131,23,4,1765.296,USD
OR202404230000004734,1,MAT-01092,2,3,654.864,USD
OR202404230000009753,1,MAT-00861,19,1,3449.184,USD
OR202404230000002395,1,MAT-00902,31,1,9788.064,USD
OR202404230000002395,2,MAT-01245,23,3,9971.328,USD
OR202404230000002039,1,MAT-00789,13,2,4489.68,USD
OR202404230000002039,2,MAT-00346,38,1,7282.32,USD
OR202404230000002039,3,MAT-00290,17,2,8568.408,USD
OR202404230000004330,1,MAT-00189,34,2,2175.048,USD
OR202404230000006954,1,MAT-00843,21,3,10345.104,USD
OR202404230000006954,2,MAT-00301,48,5,28509.12,USD
OR202404230000006954,3,MAT-01424,38,1,19623.048,USD
OR202404230000006954,4,MAT-00261,4,3,475.248,USD
OR202404230000006954,5,MAT-01168,44,3,26144.448,USD
OR202404230000002044,1,MAT-01217,34,4,19860.216,USD
OR202404230000009590,1,MAT-00304,18,2,7304.472,USD
OR202404230000009590,2,MAT-00252,32,4,17000.064,USD
OR202404230000009590,3,MAT-00300,25,3,3964.5,USD
OR202404230000009590,4,MAT-00591,37,1,18799.848,USD
OR202404230000009590,5,MAT-01378,7,5,2785.944,USD
OR202404230000003849,1,MAT-00696,45,4,16514.82,USD
OR202404230000003849,2,MAT-00235,34,5,5772.384,USD
OR202404230000003849,3,MAT-01468,48,3,15577.92,USD
OR202404230000003849,4,MAT-00121,49,4,1243.032,USD
OR202404230000006515,1,MAT-00735,2,2,118.272,USD
OR202404230000006515,2,MAT-01165,36,4,6348.672,USD
OR202404230000006515,3,MAT-00433,3,1,184.392,USD
OR202404230000006515,4,MAT-00970,20,2,3048.72,USD
OR202404230000006683,1,MAT-01286,35,5,20471.22,USD
OR202404230000007933,1,MAT-00148,43,5,5384.46,USD
OR202404230000009896,1,MAT-00469,36,4,7105.536,USD
OR202404230000006129,1,MAT-00169,33,3,10067.904,USD
OR202404230000006129,2,MAT-00698,19,4,511.86,USD
OR202404230000006129,3,MAT-01386,48,5,18239.04,USD
OR202404230000006129,4,MAT-00246,20,2,5610,USD
OR202404230000007714,1,MAT-00304,33,3,11705.76,USD
OR202404230000007630,1,MAT-00946,13,4,5504.616,USD
OR202404230000007630,2,MAT-00034,22,5,12155.616,USD
OR202404230000007630,3,MAT-01197,8,2,1437.888,USD
OR202404230000007630,4,MAT-00048,5,1,1004.16,USD
OR202404230000002047,1,MAT-01408,11,4,2419.692,USD
OR202404230000002047,2,MAT-00673,25,2,2071.2,USD
OR202404230000002047,3,MAT-00244,11,2,2499.948,USD
OR202404230000002047,4,MAT-00544,5,3,609.3,USD
OR202404230000001451,1,MAT-00815,8,4,808.896,USD
OR202404230000001451,2,MAT-00268,38,2,11576.472,USD
OR202404230000001451,3,MAT-01394,49,3,14894.04,USD
OR202404230000001451,4,MAT-00622,34,1,15454.632,USD
OR202404230000001451,5,MAT-00050,12,4,6735.168,USD
OR202404230000001564,1,MAT-00751,49,4,21734.244,USD
OR202404230000001564,2,MAT-01281,17,3,2182.596,USD
OR202404230000007527,1,MAT-00716,33,5,7158.096,USD
OR202404230000007527,2,MAT-01465,11,1,3706.692,USD
OR202404230000007527,3,MAT-00418,34,4,11714.496,USD
OR202404230000007527,4,MAT-00463,31,2,17727.66,USD
OR202404230000007527,5,MAT-00919,28,4,988.176,USD
OR202404240000001382,1,MAT-01203,39,2,6435.468,USD
OR202404240000001382,2,MAT-00530,32,5,10850.688,USD
OR202404240000004342,1,MAT-00795,29,2,5286.12,USD
OR202404240000003120,1,MAT-00703,42,3,3136.896,USD
OR202404240000003481,1,MAT-01279,4,4,1325.136,USD
OR202404240000003481,2,MAT-00033,14,3,337.008,USD
OR202404240000003481,3,MAT-00310,33,5,619.74,USD
OR202404240000003481,4,MAT-00286,15,5,1295.64,USD
OR202404240000002179,1,MAT-00157,31,2,10196.892,USD
OR202404240000002179,2,MAT-01211,28,2,7806.96,USD
OR202404240000002179,3,MAT-00286,49,3,13012.44,USD
OR202404240000004773,1,MAT-00711,14,5,3033.24,USD
OR202404240000007766,1,MAT-01104,8,3,336.48,USD
OR202404240000007766,2,MAT-00024,42,2,10456.488,USD
OR202404240000007766,3,MAT-00765,25,3,3046.2,USD
OR202404240000008551,1,MAT-00636,34,3,10237.536,USD
OR202404240000008551,2,MAT-01359,20,4,8963.04,USD
OR202404240000008551,3,MAT-01037,47,2,1551,USD
OR202404240000008551,4,MAT-01365,23,4,4025.184,USD
OR202404240000008551,5,MAT-01318,17,4,8103.288,USD
OR202404240000009727,1,MAT-00994,47,4,4433.604,USD
OR202404240000009727,2,MAT-00819,33,3,17193.132,USD
OR202404240000009727,3,MAT-00698,37,2,17417.232,USD
OR202404240000009727,4,MAT-00178,44,3,19188.048,USD
OR202404240000001973,1,MAT-01337,45,5,23519.16,USD
OR202404240000001973,2,MAT-00711,43,2,12987.72,USD
OR202404240000001973,3,MAT-00766,47,2,5860.524,USD
OR202404240000001973,4,MAT-01181,46,4,25116.552,USD
OR202404240000001973,5,MAT-00207,50,3,4033.2,USD
OR202404240000008183,1,MAT-01478,6,4,2459.16,USD
OR202404240000008183,2,MAT-01156,42,3,10900.512,USD
OR202404240000008183,3,MAT-00840,2,4,1064.976,USD
OR202404240000008183,4,MAT-00979,18,1,4926.744,USD
OR202404240000008183,5,MAT-01113,20,5,4952.64,USD
OR202404240000008738,1,MAT-00688,24,3,1365.696,USD
OR202404240000008738,2,MAT-00193,26,5,588.12,USD
OR202404240000008738,3,MAT-00903,18,3,1828.872,USD
OR202404240000008738,4,MAT-00483,45,1,18814.14,USD
OR202404240000006475,1,MAT-01435,18,3,6864.048,USD
OR202404240000006475,2,MAT-01293,35,3,19996.2,USD
OR202404240000006475,3,MAT-00223,26,4,2552.472,USD
OR202404240000003183,1,MAT-01309,46,5,14084.832,USD
OR202404240000003183,2,MAT-01299,46,2,23406.456,USD
OR202404240000003183,3,MAT-00284,47,4,6423.396,USD
OR202404240000001347,1,MAT-00799,47,1,2100.9,USD
OR202404240000001347,2,MAT-01460,47,4,7438.032,USD
OR202404240000001347,3,MAT-00236,49,5,28006.44,USD
OR202404240000009619,1,MAT-00640,45,5,19936.8,USD
OR202404240000009619,2,MAT-01055,15,2,6560.64,USD
OR202404240000009619,3,MAT-01139,5,5,1680.54,USD
OR202404240000009619,4,MAT-00231,11,3,1910.04,USD
OR202404240000009619,5,MAT-01348,23,2,2680.788,USD
OR202404240000001869,1,MAT-01411,10,5,5020.68,USD
OR202404240000001869,2,MAT-00679,13,4,5991.492,USD
OR202404240000001869,3,MAT-00044,29,1,9069.228,USD
OR202404240000004810,1,MAT-00485,1,5,106.728,USD
OR202404240000004810,2,MAT-01387,17,1,6087.36,USD
OR202404240000004810,3,MAT-01418,12,1,5498.784,USD
OR202404240000004810,4,MAT-00191,19,2,10309.704,USD
OR202404240000007238,1,MAT-01489,22,4,10170.864,USD
OR202404240000007238,2,MAT-00985,47,4,7203.972,USD
OR202404240000007238,3,MAT-00186,26,3,14587.56,USD
OR202404250000005164,1,MAT-01176,15,2,8771.4,USD
OR202404250000005164,2,MAT-00325,25,5,11369.1,USD
OR202404250000005164,3,MAT-00250,16,2,7686.528,USD
OR202404250000009851,1,MAT-00225,19,1,393.756,USD
OR202404250000009851,2,MAT-01475,39,1,9089.496,USD
OR202404250000009851,3,MAT-00324,35,3,4396.98,USD
OR202404250000009851,4,MAT-00754,20,3,5598,USD
OR202404250000002766,1,MAT-00528,7,3,3586.716,USD
OR202404250000002766,2,MAT-00819,30,1,15161.76,USD
OR202404250000002766,3,MAT-00300,11,1,5681.016,USD
OR202404250000001493,1,MAT-00344,14,1,6363,USD
OR202404250000001493,2,MAT-01151,45,3,21773.34,USD
OR202404250000001493,3,MAT-00129,28,2,6996.192,USD
OR202404250000001493,4,MAT-01495,9,4,898.776,USD
OR202404250000001493,5,MAT-01054,50,4,13374.6,USD
OR202404250000001136,1,MAT-00472,37,4,2010.876,USD
OR202404250000001136,2,MAT-01115,21,4,3447.108,USD
OR202404250000001136,3,MAT-01340,15,3,8136.36,USD
OR202404250000001136,4,MAT-00002,6,3,635.976,USD
OR202404250000001136,5,MAT-01344,19,2,5254.944,USD
OR202404250000002954,1,MAT-00753,16,2,342.528,USD
OR202404250000002954,2,MAT-00678,9,3,3648.996,USD
OR202404250000006210,1,MAT-00261,28,4,2327.136,USD
OR202404250000005288,1,MAT-01458,49,3,25860.828,USD
OR202404250000002855,1,MAT-00549,1,1,246.756,USD
OR202404250000006679,1,MAT-00301,39,4,9526.14,USD
OR202404250000006679,2,MAT-00837,42,4,6817.608,USD
OR202404250000008658,1,MAT-00059,48,1,17951.616,USD
OR202404250000008658,2,MAT-01440,30,1,9773.64,USD
OR202404250000008658,3,MAT-01396,11,3,1325.016,USD
OR202404250000008658,4,MAT-00316,5,2,1996.38,USD
OR202404250000008658,5,MAT-00790,37,3,13930.056,USD
OR202404250000002443,1,MAT-01391,14,3,3940.272,USD
OR202404250000002443,2,MAT-00533,49,3,9122.232,USD
OR202404250000002443,3,MAT-00194,3,2,1060.596,USD
OR202404250000003958,1,MAT-01201,45,3,7509.24,USD
OR202404250000003958,2,MAT-01113,32,3,12618.24,USD
OR202404250000003958,3,MAT-01396,23,1,10331.784,USD
OR202404250000003958,4,MAT-00075,6,2,259.416,USD
OR202404250000003958,5,MAT-01440,31,3,8651.232,USD
OR202404250000002215,1,MAT-01156,50,3,12976.8,USD
OR202404250000002215,2,MAT-00753,3,5,789.84,USD
OR202404250000002215,3,MAT-00758,4,2,1576.368,USD
OR202404250000006578,1,MAT-01394,26,4,1837.368,USD
OR202404250000006578,2,MAT-00121,22,3,4253.304,USD
OR202404250000006578,3,MAT-01368,23,1,1572.096,USD
OR202404250000006578,4,MAT-00461,16,3,4609.536,USD
OR202404250000006578,5,MAT-00924,18,2,9538.344,USD
OR202404250000005639,1,MAT-00586,39,4,19698.588,USD
OR202404250000005639,2,MAT-00954,18,1,4430.808,USD
OR202404250000005639,3,MAT-00811,48,2,24147.648,USD
OR202404250000005639,4,MAT-00380,13,4,4436.64,USD
OR202404250000005639,5,MAT-00693,38,4,10712.352,USD
OR202404250000003607,1,MAT-00076,8,1,2340.288,USD
OR202404250000003607,2,MAT-01316,43,5,23044.044,USD
OR202404250000003607,3,MAT-00528,33,2,5685.768,USD
OR202404250000003607,4,MAT-01059,22,4,5455.56,USD
OR202404250000003607,5,MAT-00377,41,2,22512.444,USD
