preceding_doc,preceding_item,subsequent_doc,subsequent_item,document_category,quantity,date
DL202312120000001538,1,BODL202312120000001538,1,N,2,13-12-2023
OR202312120000006478,2,DL202312120000008453,2,C,1,12-12-2023
OR202312120000006478,3,DL202312120000008800,3,C,33,12-12-2023
OR202312120000006478,4,DL202312120000001034,4,C,24,12-12-2023
OR202312120000008765,1,DL202312120000002553,1,C,45,12-12-2023
OR202312120000008765,2,DL202312120000002532,2,C,19,12-12-2023
DL202312120000002532,2,BODL202312120000002532,2,N,10,13-12-2023
OR202312120000008765,3,DL202312120000007845,3,C,14,12-12-2023
OR202312120000008765,4,DL202312120000003051,4,C,36,12-12-2023
OR202312120000002170,1,DL202312120000009494,1,C,31,12-12-2023
OR202312120000002989,1,DL202312120000005983,1,C,38,12-12-2023
OR202312120000002989,2,DL202312120000004437,2,C,1,12-12-2023
DL202312120000004437,2,BODL202312120000004437,2,N,1,13-12-2023
OR202312120000007643,1,DL202312120000005985,1,C,48,12-12-2023
OR202312120000007643,2,DL202312120000009784,2,C,27,12-12-2023
OR202312120000003354,1,DL202312120000002739,1,C,26,12-12-2023
DL202312120000002739,1,BODL202312120000002739,1,N,11,13-12-2023
OR202312120000003354,2,DL202312120000004505,2,C,2,12-12-2023
DL202312120000004505,2,BODL202312120000004505,2,N,2,13-12-2023
OR202312120000003354,3,DL202312120000004988,3,C,11,12-12-2023
OR202312120000002948,1,DL202312120000007057,1,C,40,12-12-2023
OR202312120000002948,2,DL202312120000001045,2,C,9,12-12-2023
OR202312120000002948,3,DL202312120000007112,3,C,21,12-12-2023
OR202312120000002948,4,DL202312120000004232,4,C,4,12-12-2023
OR202312120000004127,1,DL202312120000006506,1,C,8,12-12-2023
DL202312120000006506,1,BODL202312120000006506,1,N,7,13-12-2023
OR202312120000004127,2,DL202312120000002802,2,C,13,12-12-2023
OR202312120000004127,3,DL202312120000003203,3,C,31,12-12-2023
OR202312120000004127,4,DL202312120000009771,4,C,44,12-12-2023
OR202312120000009862,1,DL202312120000006827,1,C,40,12-12-2023
OR202312120000009862,2,DL202312120000006368,2,C,40,12-12-2023
DL202312120000006368,2,BODL202312120000006368,2,N,11,13-12-2023
OR202312120000009862,3,DL202312120000004426,3,C,30,12-12-2023
OR202312120000009862,4,DL202312120000005815,4,C,9,12-12-2023
OR202312120000009862,5,DL202312120000006975,5,C,31,12-12-2023
OR202312120000007641,1,DL202312120000003589,1,C,22,12-12-2023
OR202312120000007641,2,DL202312120000007475,2,C,23,12-12-2023
OR202312120000007641,3,DL202312120000007764,3,C,8,12-12-2023
OR202312120000002286,1,DL202312120000001942,1,C,14,12-12-2023
OR202312120000002286,2,DL202312120000003233,2,C,16,12-12-2023
OR202312120000002286,3,DL202312120000004925,3,C,4,12-12-2023
OR202312120000002286,4,DL202312120000007427,4,C,46,12-12-2023
OR202312120000004557,1,DL202312120000007448,1,C,36,12-12-2023
OR202312120000004557,2,DL202312120000007762,2,C,47,12-12-2023
OR202312120000004557,3,DL202312120000009219,3,C,4,12-12-2023
OR202312120000004557,4,DL202312120000002229,4,C,2,12-12-2023
OR202312120000002191,1,DL202312120000008065,1,C,35,12-12-2023
OR202312120000002191,2,DL202312120000001766,2,C,16,12-12-2023
OR202312120000007584,1,DL202312120000002343,1,C,46,12-12-2023
OR202312120000007584,2,DL202312120000005895,2,C,18,12-12-2023
DL202312120000005895,2,BODL202312120000005895,2,N,1,13-12-2023
OR202312120000007584,3,DL202312120000003505,3,C,45,12-12-2023
OR202312120000007584,4,DL202312120000009173,4,C,33,12-12-2023
OR202312120000006830,1,DL202312120000001409,1,C,9,12-12-2023
OR202312120000006830,2,DL202312120000006214,2,C,19,12-12-2023
OR202312120000006830,3,DL202312120000002397,3,C,37,12-12-2023
OR202312120000009065,1,DL202312120000006351,1,C,44,12-12-2023
OR202312120000002525,1,DL202312120000008638,1,C,27,12-12-2023
OR202312120000002525,2,DL202312120000007696,2,C,19,12-12-2023
OR202312120000002525,3,DL202312120000001567,3,C,37,12-12-2023
OR202312120000006421,1,DL202312120000001920,1,C,2,12-12-2023
OR202312120000006421,2,DL202312120000001081,2,C,35,12-12-2023
DL202312120000001081,2,BODL202312120000001081,2,N,1,13-12-2023
OR202312130000008330,1,DL202312130000004035,1,C,24,13-12-2023
OR202312130000008330,2,DL202312130000001034,2,C,25,13-12-2023
OR202312130000009577,1,DL202312130000003416,1,C,15,13-12-2023
OR202312130000009577,2,DL202312130000002397,2,C,28,13-12-2023
DL202312130000002397,2,BODL202312130000002397,2,N,11,14-12-2023
OR202312130000009577,3,DL202312130000003134,3,C,18,13-12-2023
DL202312130000003134,3,BODL202312130000003134,3,N,5,14-12-2023
OR202312130000009577,4,DL202312130000009860,4,C,32,13-12-2023
OR202312130000006780,1,DL202312130000009396,1,C,38,13-12-2023
OR202312130000006780,2,DL202312130000003916,2,C,3,13-12-2023
OR202312130000006780,3,DL202312130000002337,3,C,43,13-12-2023
OR202312130000006780,4,DL202312130000005854,4,C,23,13-12-2023
OR202312130000006780,5,DL202312130000003461,5,C,39,13-12-2023
OR202312130000006698,1,DL202312130000006630,1,C,31,13-12-2023
OR202312130000006698,2,DL202312130000005250,2,C,9,13-12-2023
OR202312130000006698,3,DL202312130000008295,3,C,50,13-12-2023
DL202312130000008295,3,BODL202312130000008295,3,N,43,14-12-2023
OR202312130000006698,4,DL202312130000006458,4,C,1,13-12-2023
OR202312130000006698,5,DL202312130000002779,5,C,8,13-12-2023
OR202312130000005638,1,DL202312130000007495,1,C,34,13-12-2023
OR202312130000005638,2,DL202312130000008148,2,C,24,13-12-2023
OR202312130000002412,1,DL202312130000002275,1,C,4,13-12-2023
OR202312130000002412,2,DL202312130000007480,2,C,39,13-12-2023
OR202312130000002412,3,DL202312130000002913,3,C,30,13-12-2023
OR202312130000002412,4,DL202312130000009153,4,C,29,13-12-2023
OR202312130000003116,1,DL202312130000005515,1,C,10,13-12-2023
OR202312130000008145,1,DL202312130000006499,1,C,50,13-12-2023
OR202312130000008145,2,DL202312130000004570,2,C,14,13-12-2023
OR202312130000008145,3,DL202312130000002572,3,C,46,13-12-2023
DL202312130000002572,3,BODL202312130000002572,3,N,46,14-12-2023
OR202312130000009769,1,DL202312130000008983,1,C,12,13-12-2023
OR202312130000009769,2,DL202312130000004849,2,C,26,13-12-2023
OR202312130000009769,3,DL202312130000008855,3,C,40,13-12-2023
DL202312130000008855,3,BODL202312130000008855,3,N,37,14-12-2023
OR202312130000009769,4,DL202312130000006014,4,C,44,13-12-2023
OR202312130000009769,5,DL202312130000004810,5,C,44,13-12-2023
OR202312130000005805,1,DL202312130000009048,1,C,19,13-12-2023
OR202312130000005805,2,DL202312130000002368,2,C,49,13-12-2023
OR202312130000005805,3,DL202312130000008134,3,C,49,13-12-2023
OR202312130000005240,1,DL202312130000003995,1,C,17,13-12-2023
OR202312130000005240,2,DL202312130000005546,2,C,32,13-12-2023
OR202312130000002166,1,DL202312130000006698,1,C,10,13-12-2023
OR202312130000002166,2,DL202312130000001349,2,C,18,13-12-2023
OR202312130000002166,3,DL202312130000001953,3,C,3,13-12-2023
OR202312130000008395,1,DL202312130000007419,1,C,21,13-12-2023
DL202312130000007419,1,BODL202312130000007419,1,N,7,14-12-2023
OR202312130000008395,2,DL202312130000008235,2,C,16,13-12-2023
OR202312130000008395,3,DL202312130000004812,3,C,2,13-12-2023
OR202312130000004878,1,DL202312130000004914,1,C,24,13-12-2023
OR202312130000004878,2,DL202312130000001851,2,C,48,13-12-2023
OR202312130000004878,3,DL202312130000006520,3,C,13,13-12-2023
OR202312130000008848,1,DL202312130000009370,1,C,46,13-12-2023
OR202312130000008848,2,DL202312130000006065,2,C,33,13-12-2023
OR202312130000007571,1,DL202312130000002383,1,C,27,13-12-2023
OR202312130000007571,2,DL202312130000008825,2,C,33,13-12-2023
OR202312130000007571,3,DL202312130000007008,3,C,16,13-12-2023
OR202312130000007571,4,DL202312130000003380,4,C,49,13-12-2023
OR202312130000007571,5,DL202312130000003219,5,C,26,13-12-2023
OR202312130000005150,1,DL202312130000003828,1,C,10,13-12-2023
OR202312130000005150,2,DL202312130000004153,2,C,38,13-12-2023
OR202312130000002751,1,DL202312130000007720,1,C,34,13-12-2023
DL202312130000007720,1,BODL202312130000007720,1,N,24,14-12-2023
OR202312130000002751,2,DL202312130000005245,2,C,4,13-12-2023
OR202312130000002751,3,DL202312130000004071,3,C,6,13-12-2023
OR202312130000002751,4,DL202312130000001350,4,C,16,13-12-2023
OR202312130000002751,5,DL202312130000008709,5,C,40,13-12-2023
OR202312130000001475,1,DL202312130000004930,1,C,33,13-12-2023
OR202312130000003873,1,DL202312130000007690,1,C,22,13-12-2023
DL202312130000007690,1,BODL202312130000007690,1,N,16,14-12-2023
OR202312130000003873,2,DL202312130000002880,2,C,15,13-12-2023
OR202312130000003873,3,DL202312130000008069,3,C,2,13-12-2023
OR202312130000003873,4,DL202312130000008842,4,C,15,13-12-2023
OR202312130000003873,5,DL202312130000001058,5,C,5,13-12-2023
OR202312130000002412,1,DL202312130000005952,1,C,25,13-12-2023
OR202312130000002412,2,DL202312130000009335,2,C,29,13-12-2023
OR202312140000006089,1,DL202312140000002197,1,C,31,14-12-2023
DL202312140000002197,1,BODL202312140000002197,1,N,11,15-12-2023
OR202312140000006089,2,DL202312140000004004,2,C,37,14-12-2023
DL202312140000004004,2,BODL202312140000004004,2,N,5,15-12-2023
OR202312140000006089,3,DL202312140000009855,3,C,14,14-12-2023
OR202312140000005973,1,DL202312140000005193,1,C,36,14-12-2023
OR202312140000005962,1,DL202312140000006640,1,C,28,14-12-2023
OR202312140000005962,2,DL202312140000005299,2,C,37,14-12-2023
DL202312140000005299,2,BODL202312140000005299,2,N,18,15-12-2023
OR202312140000005962,3,DL202312140000003568,3,C,38,14-12-2023
OR202312140000005962,4,DL202312140000008995,4,C,29,14-12-2023
DL202312140000008995,4,BODL202312140000008995,4,N,23,15-12-2023
OR202312140000005811,1,DL202312140000006763,1,C,23,14-12-2023
OR202312140000005303,1,DL202312140000003813,1,C,31,14-12-2023
DL202312140000003813,1,BODL202312140000003813,1,N,11,15-12-2023
OR202312140000005303,2,DL202312140000007471,2,C,34,14-12-2023
OR202312140000005303,3,DL202312140000004823,3,C,2,14-12-2023
OR202312140000005303,4,DL202312140000003707,4,C,11,14-12-2023
OR202312140000008510,1,DL202312140000005753,1,C,8,14-12-2023
OR202312140000008510,2,DL202312140000006517,2,C,38,14-12-2023
OR202312140000008510,3,DL202312140000005587,3,C,5,14-12-2023
OR202312140000008510,4,DL202312140000006847,4,C,45,14-12-2023
OR202312140000008510,5,DL202312140000001560,5,C,38,14-12-2023
OR202312140000007361,1,DL202312140000001963,1,C,18,14-12-2023
DL202312140000001963,1,BODL202312140000001963,1,N,18,15-12-2023
OR202312140000007361,2,DL202312140000009060,2,C,38,14-12-2023
OR202312140000007361,3,DL202312140000008267,3,C,22,14-12-2023
OR202312140000007361,4,DL202312140000003792,4,C,42,14-12-2023
OR202312140000007243,1,DL202312140000007296,1,C,20,14-12-2023
OR202312140000007243,2,DL202312140000005212,2,C,28,14-12-2023
OR202312140000007243,3,DL202312140000002579,3,C,48,14-12-2023
OR202312140000007243,4,DL202312140000007904,4,C,21,14-12-2023
OR202312140000002857,1,DL202312140000001541,1,C,14,14-12-2023
OR202312140000002857,2,DL202312140000009845,2,C,48,14-12-2023
OR202312140000002857,3,DL202312140000001064,3,C,40,14-12-2023
OR202312140000002857,4,DL202312140000002890,4,C,24,14-12-2023
DL202312140000002890,4,BODL202312140000002890,4,N,4,15-12-2023
OR202312140000004924,1,DL202312140000007723,1,C,43,14-12-2023
OR202312140000004924,2,DL202312140000008811,2,C,4,14-12-2023
OR202312140000009876,1,DL202312140000003057,1,C,23,14-12-2023
OR202312140000009876,2,DL202312140000005580,2,C,33,14-12-2023
DL202312140000005580,2,BODL202312140000005580,2,N,6,15-12-2023
OR202312140000009876,3,DL202312140000005434,3,C,22,14-12-2023
OR202312140000009876,4,DL202312140000001158,4,C,48,14-12-2023
DL202312140000001158,4,BODL202312140000001158,4,N,34,15-12-2023
OR202312140000009876,5,DL202312140000006854,5,C,41,14-12-2023
OR202312140000007982,1,DL202312140000003347,1,C,21,14-12-2023
DL202312140000003347,1,BODL202312140000003347,1,N,21,15-12-2023
OR202312140000007982,2,DL202312140000006415,2,C,21,14-12-2023
OR202312140000007982,3,DL202312140000007535,3,C,23,14-12-2023
OR202312140000007982,4,DL202312140000005541,4,C,25,14-12-2023
OR202312140000006028,1,DL202312140000007628,1,C,12,14-12-2023
OR202312140000004789,1,DL202312140000006455,1,C,12,14-12-2023
OR202312140000007139,1,DL202312140000008572,1,C,37,14-12-2023
OR202312140000007139,2,DL202312140000001904,2,C,27,14-12-2023
DL202312140000001904,2,BODL202312140000001904,2,N,24,15-12-2023
OR202312140000008121,1,DL202312140000008570,1,C,20,14-12-2023
OR202312140000008121,2,DL202312140000001117,2,C,23,14-12-2023
OR202312140000008121,3,DL202312140000003079,3,C,46,14-12-2023
OR202312140000008121,4,DL202312140000002576,4,C,41,14-12-2023
OR202312140000008121,5,DL202312140000003144,5,C,40,14-12-2023
OR202312140000002142,1,DL202312140000003973,1,C,21,14-12-2023
OR202312140000002142,2,DL202312140000008839,2,C,44,14-12-2023
DL202312140000008839,2,BODL202312140000008839,2,N,24,15-12-2023
OR202312140000002142,3,DL202312140000009881,3,C,26,14-12-2023
OR202312140000002142,4,DL202312140000003550,4,C,43,14-12-2023
OR202312140000001200,1,DL202312140000009980,1,C,26,14-12-2023
OR202312140000001200,2,DL202312140000009035,2,C,21,14-12-2023
OR202312140000001200,3,DL202312140000007706,3,C,7,14-12-2023
OR202312140000001200,4,DL202312140000001013,4,C,4,14-12-2023
OR202312140000002049,1,DL202312140000003711,1,C,41,14-12-2023
OR202312140000002049,2,DL202312140000003798,2,C,28,14-12-2023
OR202312140000001311,1,DL202312140000003150,1,C,30,14-12-2023
OR202312140000001311,2,DL202312140000002289,2,C,22,14-12-2023
OR202312140000001311,3,DL202312140000003660,3,C,40,14-12-2023
OR202312140000001311,4,DL202312140000006209,4,C,47,14-12-2023
OR202312140000001311,5,DL202312140000004300,5,C,33,14-12-2023
OR202312140000002147,1,DL202312140000008796,1,C,23,14-12-2023
OR202312140000002147,2,DL202312140000001463,2,C,40,14-12-2023
OR202312140000002147,3,DL202312140000007870,3,C,41,14-12-2023
OR202312140000002147,4,DL202312140000008385,4,C,36,14-12-2023
OR202312140000002147,5,DL202312140000009818,5,C,5,14-12-2023
OR202312140000006472,1,DL202312140000008983,1,C,19,14-12-2023
OR202312140000005612,1,DL202312140000002075,1,C,3,14-12-2023
OR202312140000005612,2,DL202312140000005486,2,C,22,14-12-2023
OR202312140000005612,3,DL202312140000006927,3,C,16,14-12-2023
OR202312140000005612,4,DL202312140000002124,4,C,37,14-12-2023
OR202312140000002559,1,DL202312140000008777,1,C,48,14-12-2023
OR202312140000002559,2,DL202312140000008200,2,C,14,14-12-2023
OR202312140000002559,3,DL202312140000004906,3,C,34,14-12-2023
OR202312140000002559,4,DL202312140000007354,4,C,41,14-12-2023
DL202312140000007354,4,BODL202312140000007354,4,N,41,15-12-2023
OR202312140000002559,5,DL202312140000002095,5,C,19,14-12-2023
OR202312140000002135,1,DL202312140000005046,1,C,33,14-12-2023
OR202312140000002135,2,DL202312140000009488,2,C,36,14-12-2023
OR202312140000002135,3,DL202312140000007380,3,C,17,14-12-2023
OR202312140000002135,4,DL202312140000003375,4,C,5,14-12-2023
OR202312140000002135,5,DL202312140000004872,5,C,44,14-12-2023
OR202312140000008842,1,DL202312140000008493,1,C,24,14-12-2023
DL202312140000008493,1,BODL202312140000008493,1,N,11,15-12-2023
OR202312140000008842,2,DL202312140000001992,2,C,39,14-12-2023
OR202312140000008842,3,DL202312140000008004,3,C,21,14-12-2023
OR202312140000008842,4,DL202312140000006219,4,C,46,14-12-2023
OR202312140000005616,1,DL202312140000008898,1,C,29,14-12-2023
OR202312140000005616,2,DL202312140000009053,2,C,13,14-12-2023
OR202312140000005616,3,DL202312140000009690,3,C,19,14-12-2023
OR202312140000005138,1,DL202312140000002361,1,C,37,14-12-2023
OR202312140000005138,2,DL202312140000006640,2,C,23,14-12-2023
DL202312140000006640,2,BODL202312140000006640,2,N,1,15-12-2023
OR202312140000005138,3,DL202312140000004006,3,C,1,14-12-2023
OR202312140000005138,4,DL202312140000003625,4,C,33,14-12-2023
OR202312140000005138,5,DL202312140000004528,5,C,44,14-12-2023
OR202312140000001718,1,DL202312140000006430,1,C,40,14-12-2023
DL202312140000006430,1,BODL202312140000006430,1,N,40,15-12-2023
OR202312140000001718,2,DL202312140000008643,2,C,14,14-12-2023
OR202312140000001718,3,DL202312140000005107,3,C,16,14-12-2023
DL202312140000005107,3,BODL202312140000005107,3,N,16,15-12-2023
OR202312140000001718,4,DL202312140000006141,4,C,41,14-12-2023
OR202312140000003117,1,DL202312140000007733,1,C,46,14-12-2023
OR202312140000002965,1,DL202312140000003957,1,C,7,14-12-2023
OR202312140000002965,2,DL202312140000004923,2,C,12,14-12-2023
OR202312140000002965,3,DL202312140000001098,3,C,32,14-12-2023
DL202312140000001098,3,BODL202312140000001098,3,N,32,15-12-2023
OR202312140000002965,4,DL202312140000001832,4,C,26,14-12-2023
OR202312140000002415,1,DL202312140000008571,1,C,43,14-12-2023
OR202312140000002415,2,DL202312140000003057,2,C,47,14-12-2023
OR202312140000003489,1,DL202312140000001603,1,C,17,14-12-2023
OR202312140000003489,2,DL202312140000009977,2,C,45,14-12-2023
DL202312140000009977,2,BODL202312140000009977,2,N,17,15-12-2023
OR202312140000003489,3,DL202312140000006247,3,C,8,14-12-2023
OR202312140000003489,4,DL202312140000004975,4,C,44,14-12-2023
OR202312140000002120,1,DL202312140000009323,1,C,43,14-12-2023
OR202312140000003770,1,DL202312140000003192,1,C,20,14-12-2023
OR202312140000003770,2,DL202312140000007294,2,C,45,14-12-2023
DL202312140000007294,2,BODL202312140000007294,2,N,42,15-12-2023
OR202312140000003770,3,DL202312140000004586,3,C,19,14-12-2023
OR202312140000003770,4,DL202312140000009359,4,C,22,14-12-2023
OR202312140000003770,5,DL202312140000005111,5,C,40,14-12-2023
OR202312140000006788,1,DL202312140000001308,1,C,37,14-12-2023
OR202312140000006788,2,DL202312140000002398,2,C,37,14-12-2023
OR202312140000006788,3,DL202312140000006044,3,C,2,14-12-2023
DL202312140000006044,3,BODL202312140000006044,3,N,2,15-12-2023
OR202312140000006788,4,DL202312140000005800,4,C,27,14-12-2023
OR202312140000006788,5,DL202312140000007449,5,C,7,14-12-2023
OR202312140000004539,1,DL202312140000003203,1,C,30,14-12-2023
OR202312140000004539,2,DL202312140000007081,2,C,41,14-12-2023
DL202312140000007081,2,BODL202312140000007081,2,N,12,15-12-2023
OR202312140000004539,3,DL202312140000007730,3,C,25,14-12-2023
DL202312140000007730,3,BODL202312140000007730,3,N,13,15-12-2023
OR202312140000003109,1,DL202312140000006430,1,C,39,14-12-2023
OR202312140000002990,1,DL202312140000004433,1,C,3,14-12-2023
OR202312140000002990,2,DL202312140000003107,2,C,20,14-12-2023
OR202312140000002990,3,DL202312140000006959,3,C,30,14-12-2023
DL202312140000006959,3,BODL202312140000006959,3,N,12,15-12-2023
OR202312140000002990,4,DL202312140000001531,4,C,24,14-12-2023
